Chromosome	Start_Range	End_Range	Count_of_GC	Normalized_Amount_GC	N_Percentage
10	91624317	91636067	4430	0.376989192409	0.0
10	91636869	91663269	9999	0.378735653953	0.0
10	91670464	91740068	25128	0.361008548236	0.0
10	91773471	91823051	17858	0.360178294105	0.0
10	91823068	91866434	15851	0.365508335831	0.0
10	91919244	91970086	18306	0.360049564345	0.0
10	91970098	91978630	3205	0.375600609399	0.0
10	91979565	91999593	7730	0.38594038644	0.0
10	92001199	92020829	7120	0.362691661148	0.0
10	92020831	92036688	5797	0.365556816749	0.0
10	92036696	92045216	3396	0.39854477174	0.0
10	92076213	92084327	3264	0.402218114603	0.0
10	92084329	92107211	9145	0.399641655377	0.0
10	92712753	92779202	24849	0.3739503386	0.0
10	92785775	92798698	4099	0.31716186939	0.0
10	92798718	92811554	4356	0.339331619537	0.0
10	92811610	92864610	21819	0.411671477897	0.0
10	93050909	93099555	18514	0.380578452936	0.0
10	93110259	93120445	3996	0.392264651026	0.0
10	93151544	93184543	11794	0.357393939394	0.0
10	93190444	93196047	2320	0.413990007138	0.0
10	93197345	93206657	3931	0.422098142382	0.0
10	93212081	93242740	12337	0.402380952381	0.0
10	93242761	93262832	7385	0.367925468314	0.0
10	93264170	93281458	6212	0.359303603447	0.0
10	93286106	93316109	10993	0.366384482069	0.0
10	93351115	93351873	251	0.33069828722	0.0
10	93351875	93394485	17486	0.410363521157	0.0
10	93400487	93426660	10672	0.407732864675	0.0
10	93430634	93445984	6386	0.415998957723	0.0
10	93447263	93517069	26828	0.384316759064	0.0
10	93518530	93543087	9968	0.405896245623	0.0
10	93543089	93581010	15745	0.41519434629	0.0
10	93591008	93627966	15532	0.420249465624	0.0
10	93627968	93628987	322	0.31568627451	0.0
10	93630299	93656381	10162	0.389602423034	0.0
10	93657322	93680528	8989	0.387340026716	0.0
10	93725409	93785522	26104	0.434241607612	0.0
10	93792897	93812486	7877	0.402092904543	0.0
10	93813187	93834540	8305	0.388920108645	0.0
10	93849472	93873241	9278	0.390323937737	0.0
10	93873243	93873248	2	0.333333333333	0.0
10	93873262	93914356	18001	0.438033824066	0.0
10	93914358	93921931	3301	0.435833113282	0.0
10	93991743	94058938	29656	0.441335793797	0.0
10	94059474	94093750	14869	0.433789421478	0.0
10	94094451	94162586	27666	0.406040859458	0.0
10	94165360	94179057	5913	0.431668856767	0.0
10	94184516	94207010	8289	0.368481884863	0.0
10	94543945	94561743	7803	0.438395415473	0.0
10	94569244	94583470	6085	0.427707879384	0.0
10	94627323	94643660	7259	0.444301628106	0.0
10	95503272	95546953	17559	0.401973352868	0.0
10	95546955	95548356	584	0.416547788873	0.0
10	95568471	95572437	1793	0.451978825309	0.0
10	95751281	95762743	4719	0.411672337085	0.0
10	95820015	95839739	7457	0.378048162231	0.0
10	95840977	95908769	26354	0.388742200522	0.0
10	95908783	95921678	5393	0.418191687345	0.0
10	95921680	95923268	514	0.323473882945	0.0
10	95926816	95946718	7319	0.367733507511	0.0
10	96044998	96060388	6167	0.400688714184	0.0
10	96060844	96071426	3822	0.361145232921	0.0
10	96083592	96085408	669	0.36818932306	0.0
10	96485678	96515250	11741	0.397017549792	0.0
10	97207144	97209004	720	0.386888769479	0.0
10	97217167	97218857	723	0.42755765819	0.0
10	97219184	97226624	2803	0.376696680554	0.0
10	97445035	97470935	10134	0.391259024748	0.0
10	97470937	97478309	2720	0.368913603689	0.0
10	97480480	97507881	9820	0.358368002336	0.0
10	97609257	97651395	17874	0.424167635682	0.0
10	97691105	97712952	9102	0.41660563896	0.0
10	97781348	97813676	13991	0.432769340221	0.0
10	97877822	97883382	2501	0.44973925553	0.0
10	98134197	98137957	1398	0.371709651688	0.0
10	98138001	98172814	14677	0.421583271098	0.0
10	98379227	98388418	4700	0.511314186249	0.0
10	99172980	99196987	11564	0.481672775741	0.0
10	99196989	99204629	3729	0.488025127601	0.0
10	99249379	99251594	1122	0.506317689531	0.0
10	99251596	99255535	1572	0.398984771574	0.0
10	99256622	99275485	9351	0.49570610687	0.0
10	99275488	99275488	0	0.0	0.0
10	99275510	99302060	13379	0.503898158261	0.0
10	99302602	99416744	52534	0.460247233733	0.0
10	99417983	99451303	16226	0.486960175265	0.0
10	99651425	99661964	5372	0.509677419355	0.0
10	99708438	99817389	51009	0.468178647478	0.0
10	100124337	100173564	17586	0.357235719509	0.0
10	100174911	100192909	6517	0.362075670871	0.0
10	100246925	100248351	517	0.362298528381	0.0
10	100249450	100249952	237	0.471172962227	0.0
10	100290758	100296588	2220	0.380723718059	0.0
10	100831979	100871490	16080	0.406964972667	0.0
10	100873517	100883691	4240	0.416707616708	0.0
10	100883693	100904891	8323	0.392612859097	0.0
10	101082797	101084805	1077	0.536087605774	0.0
10	101692889	101708013	6348	0.419702479339	0.0
10	101718965	101728570	4687	0.487924214033	0.0
10	101734546	101761443	11374	0.422856717972	0.0
10	101817386	101820543	1456	0.46105129829	0.0
10	101835544	101854867	8298	0.429414199959	0.0
10	101855392	101862706	3046	0.416404647984	0.0
10	101862718	101889077	10932	0.414719271624	0.0
10	101889079	101899079	4056	0.405559444056	0.0
10	101899792	101976066	34020	0.446017699115	0.0
10	101976087	101978086	880	0.44	0.0
10	101978089	101978172	32	0.380952380952	0.0
10	101978270	101990529	5638	0.45986949429	0.0
10	101990531	102065389	34103	0.455563125342	0.0
10	102068036	102088026	9564	0.478415286879	0.0
10	102101767	102126843	12085	0.481915699645	0.0
10	102129644	102174988	22134	0.488124379755	0.0
10	102178223	102183431	2980	0.572086772893	0.0
10	102215598	102216255	303	0.460486322188	0.0
10	102217040	102227732	5453	0.509959786776	0.0
10	102228275	102245064	8096	0.482191780822	0.0
10	102245576	102248522	1616	0.548354258568	0.0
10	102248995	102260376	5574	0.489720611492	0.0
10	102260726	102363084	47364	0.462724332985	0.0
10	102425744	102438712	6851	0.528259696199	0.0
10	102449783	102482949	18070	0.544818645039	0.0
10	102839531	102845586	2285	0.377311756935	0.0
10	102854091	102869411	5942	0.387833692318	0.0
10	102869589	102875501	2207	0.37324539151	0.0
10	102890655	102941611	18842	0.369762741135	0.0
10	102997375	103062272	32300	0.497704089494	0.0
10	103106920	103124033	7751	0.45290405516	0.0
10	103125808	103167083	16671	0.403890880899	0.0
10	103316391	103337537	8669	0.4099399442	0.0
10	103338243	103356693	7508	0.40691561433	0.0
10	103363253	103366311	1256	0.410591696633	0.0
10	103366711	103385172	7674	0.415664608385	0.0
10	103726320	103753478	11078	0.407894252366	0.0
10	103753480	103793965	16702	0.412537667342	0.0
10	103793967	103810509	7068	0.427250196458	0.0
10	103811323	103848472	17798	0.479084791386	0.0
10	103853729	103858405	2439	0.521488133419	0.0
10	103903699	103909371	2593	0.4570773841	0.0
10	103909373	103920816	5711	0.499038797623	0.0
10	103920864	103928359	3811	0.508404482391	0.0
10	103933582	103949034	8215	0.531611984728	0.0
10	103954642	103955879	545	0.440226171244	0.0
10	103961153	103971384	4842	0.473221266615	0.0
10	104014013	104035594	9851	0.456445185803	0.0
10	104036325	104050641	6509	0.454634350772	0.0
10	104055567	104057445	801	0.426290580096	0.0
10	104057466	104120099	32424	0.517674106715	0.0
10	104302424	104311342	4182	0.468886646485	0.0
10	104316943	104319921	1360	0.456529036589	0.0
10	104320458	104344564	10300	0.427261791181	0.0
10	104348114	104357645	3871	0.406105749056	0.0
10	104358129	104396203	16771	0.440472751149	0.0
10	104396637	104440074	17906	0.412219715457	0.0
10	104440227	104464734	9908	0.404276154725	0.0
10	104464755	104479766	6134	0.408606448175	0.0
10	104479849	104513027	13678	0.412248711534	0.0
10	106653421	106664293	4542	0.417731996689	0.0
10	106666125	106674168	3113	0.386996519145	0.0
10	106674329	106688505	5493	0.387458559639	0.0
10	116596499	116633667	13201	0.355161559364	0.0
10	116633669	116636786	1252	0.401539448364	0.0
10	116638144	116658727	8329	0.404634667703	0.0
10	116659235	116669692	4391	0.419869956015	0.0
10	116679764	116687515	3512	0.453044375645	0.0
10	116783944	116854738	23796	0.336125432587	0.0
10	116854740	116875773	7140	0.339450413616	0.0
10	116875775	116893538	5926	0.333596036929	0.0
10	116894984	116954571	21095	0.354014231053	0.0
10	116956715	117006400	17146	0.345087147285	0.0
10	117017890	117037558	6673	0.339264832986	0.0
10	117522634	117526157	1413	0.400964812713	0.0
10	117886083	117890358	1904	0.44527595884	0.0
10	118069533	118071150	600	0.370828182942	0.0
10	118072585	118193088	46948	0.389597025825	0.0
10	118201189	118219042	6900	0.386468018371	0.0
10	118220674	118226745	2282	0.37582345191	0.0
10	118228317	118238214	3734	0.377247928875	0.0
10	118238269	118248301	3824	0.381142230639	0.0
10	118248445	118273546	10622	0.423153533583	0.0
10	118273689	118280523	3484	0.509729334309	0.0
10	118283808	118285302	683	0.456856187291	0.0
10	118298212	118321857	9363	0.395965490992	0.0
10	118325334	118332087	3089	0.45735860231	0.0
10	118333020	118345949	6097	0.471539056458	0.0
10	118347683	118373836	12945	0.494952970865	0.0
10	118379255	118414273	17487	0.499357491647	0.0
10	118445778	118447393	783	0.48452970297	0.0
10	118453117	118465593	5581	0.447303037589	0.0
10	118466846	118484966	8781	0.484575906407	0.0
10	118485169	118557872	30635	0.421366087148	0.0
10	119229265	119237937	4614	0.531995849187	0.0
10	119237992	119286839	22452	0.459629872257	0.0
10	119287575	119301828	6612	0.463869790936	0.0
10	119336148	119338765	1020	0.38961038961	0.0
10	119601466	119611031	3888	0.406439473134	0.0
10	119870563	119915727	16936	0.374980626591	0.0
10	119915744	119935804	8285	0.412990379343	0.0
10	119937216	119942261	2192	0.434403487911	0.0
10	119997473	120072163	27603	0.369562597903	0.0
10	120113428	120114801	523	0.380640465793	0.0
10	120124655	120215132	36730	0.405955038794	0.0
10	120215134	120232473	7109	0.409976931949	0.0
10	120232939	120347272	50308	0.440009096157	0.0
10	120355232	120358429	1344	0.420262664165	0.0
10	120358994	120371514	6139	0.490296302212	0.0
10	120380314	120381090	320	0.41184041184	0.0
10	120381092	120383681	1045	0.403474903475	0.0
10	120474550	120531789	26944	0.47071977638	0.0
10	120540023	120586552	19264	0.414012465076	0.0
10	120722451	120726758	2208	0.512534818942	0.0
10	121638985	121642477	1273	0.364443172058	0.0
10	121650184	121654559	1789	0.408820840951	0.0
10	121654561	121658419	1543	0.399844519306	0.0
10	121660248	121661630	573	0.41431670282	0.0
10	121704190	121712064	2927	0.371682539683	0.0
10	121717208	121729479	5262	0.428780964798	0.0
10	121730181	121754815	10291	0.417738989243	0.0
10	121754817	121777460	9260	0.408938350115	0.0
10	121777486	121819428	17522	0.417757432706	0.0
10	121823263	121832425	3591	0.391902215432	0.0
10	121834945	121945256	44597	0.404280585974	0.0
10	121946881	121954562	3153	0.410439989586	0.0
10	121957687	121986931	11064	0.378321080527	0.0
10	122248059	122250154	919	0.438454198473	0.0
10	122254090	122339097	34923	0.410820158103	0.0
10	122712173	122714498	1104	0.474634565778	0.0
10	122718231	122721544	1472	0.444176222088	0.0
10	122726045	122787374	24470	0.398989075493	0.0
10	122787696	122791125	1541	0.449271137026	0.0
10	122797338	122800952	1657	0.45836791148	0.0
10	122800954	122804278	1291	0.388270676692	0.0
10	122804306	122813851	4448	0.465954326419	0.0
10	122814212	122826963	5698	0.446831869511	0.0
10	123037875	123055180	6725	0.388593551369	0.0
10	123056230	123122967	28359	0.424930324553	0.0
10	123124534	123137358	5016	0.391111111111	0.0
10	123137360	123170955	15031	0.447404452911	0.0
10	123172079	123173418	625	0.466417910448	0.0
10	123173420	123197261	10618	0.445348544585	0.0
10	123238840	123246898	3568	0.442734830624	0.0
10	123271640	123291293	8279	0.421237407144	0.0
10	123293730	123297700	1774	0.446738856711	0.0
10	123534538	123572327	14358	0.379941783541	0.0
10	123573135	123590497	6360	0.366296146979	0.0
10	123788949	123824282	16323	0.461962981831	0.0
10	123826468	123859604	16244	0.490207321121	0.0
10	123865919	123880977	7271	0.482834185537	0.0
10	123881569	123904860	11509	0.494118152155	0.0
10	123904862	123904876	9	0.6	0.0
10	123904878	123982696	38055	0.489019391151	0.0
10	123984811	123991008	2924	0.471765085511	0.0
10	124008705	124044903	16926	0.467581977403	0.0
10	124045193	124068028	9653	0.422709756525	0.0
10	124068030	124070433	856	0.356073211314	0.0
10	124070435	124071166	303	0.41393442623	0.0
10	124071168	124072773	738	0.459526774595	0.0
10	124072775	124073777	440	0.438683948156	0.0
10	124073779	124074180	190	0.47263681592	0.0
10	124074182	124075008	423	0.511487303507	0.0
10	124075010	124075411	232	0.577114427861	0.0
10	124075413	124079464	1882	0.464461994077	0.0
10	124079466	124081517	965	0.470272904483	0.0
10	124081519	124082170	257	0.394171779141	0.0
10	124082172	124082203	17	0.53125	0.0
10	124082205	124230945	62219	0.418304300764	0.0
10	124231089	124231720	318	0.503164556962	0.0
10	124461669	124471169	3831	0.403220713609	0.0
10	124471987	124472133	70	0.47619047619	0.0
10	124472192	124483042	4799	0.442263385863	0.0
10	124484988	124488848	1631	0.422429422429	0.0
10	124493464	124498201	1914	0.403967918953	0.0
10	124509354	124515243	2305	0.391341256367	0.0
10	124875180	124875779	293	0.488333333333	0.0
10	125004912	125006699	791	0.442393736018	0.0
10	125007105	125031174	9927	0.412422102202	0.0
10	125037106	125038942	848	0.461622210125	0.0
10	125039444	125040625	618	0.522842639594	0.0
10	125049047	125079934	13003	0.420972545973	0.0
10	125186335	125191863	2380	0.430457587267	0.0
10	125193443	125227732	16092	0.469291338583	0.0
10	125228063	125233188	2364	0.461178306672	0.0
10	125263917	125272075	3702	0.453732075009	0.0
10	125272577	125291488	9016	0.476734348562	0.0
10	125481528	125484648	1370	0.438961871195	0.0
10	125510575	125547183	16833	0.459804965992	0.0
10	125547185	125599987	22140	0.419294358275	0.0
10	127440759	127467482	10542	0.394476874719	0.0
10	127467484	127492153	10714	0.434292663154	0.0
10	127497465	127499088	767	0.472290640394	0.0
10	127519363	127520663	436	0.335126825519	0.0
10	127522791	127524464	679	0.405615292712	0.0
10	127573935	127575307	740	0.53896576839	0.0
10	127575405	127575796	166	0.423469387755	0.0
10	127575798	127582596	3251	0.478158552728	0.0
10	127617173	127674096	23837	0.418751317546	0.0
10	127674098	127681014	2690	0.38889692063	0.0
10	127690135	127690347	97	0.455399061033	0.0
10	128009695	128010236	252	0.464944649446	0.0
10	128015737	128015943	74	0.357487922705	0.0
10	128017315	128031937	6728	0.460097107297	0.0
10	128033020	128040002	3300	0.472576256623	0.0
10	128564975	128582432	7194	0.41207469355	0.0
10	128583742	128620935	15074	0.405280421573	0.0
10	128622662	128628712	2132	0.352338456453	0.0
10	128634537	128636930	847	0.353801169591	0.0
10	133787423	133797422	4430	0.443	0.0
11	1	60000	0	0.0	0.985916666667
11	1554850	1558845	2106	0.527027027027	0.0
11	1568926	1572859	2485	0.631672597865	0.0
11	1572861	1575015	1177	0.546171693735	0.0
11	3780200	3791973	4644	0.394428401563	0.0
11	3792161	3803885	4712	0.401876332623	0.0
11	3803887	3817509	5642	0.414152536152	0.0
11	3818530	3864095	20146	0.442127902383	0.0
11	3864782	3881995	8656	0.502846520274	0.0
11	3951522	3957071	2349	0.423243243243	0.0
11	3997561	4007623	4145	0.411904998509	0.0
11	4007625	4034714	11033	0.407272056109	0.0
11	5266561	5287497	7441	0.355399531929	0.0
11	5288466	5307130	7040	0.377176533619	0.0
11	6185597	6255675	26416	0.376946018065	0.0
11	6255876	6261873	2453	0.408969656552	0.0
11	6372209	6374459	950	0.422034651266	0.0
11	6413236	6449545	15243	0.419801707519	0.0
11	6450545	6459967	4402	0.467154833917	0.0
11	6529080	6551737	11002	0.485568011298	0.0
11	6552351	6578958	12641	0.4750826819	0.0
11	6580545	6591997	5147	0.449401903431	0.0
11	7049842	7071557	7965	0.36678025419	0.0
11	7071579	7111283	13910	0.35033371112	0.0
11	7124808	7135333	3947	0.374976249287	0.0
11	7135369	7173168	13791	0.364841269841	0.0
11	7176824	7188019	4549	0.406305823508	0.0
11	7188450	7189117	244	0.365269461078	0.0
11	7189119	7202462	5178	0.388039568345	0.0
11	7203882	7237750	11870	0.350467979568	0.0
11	7238731	7245492	2528	0.373853889382	0.0
11	7247962	7254824	2497	0.363835057555	0.0
11	7255936	7322530	24315	0.365117501314	0.0
11	7348645	7368889	8251	0.407557421586	0.0
11	7374358	7398383	9540	0.397069841006	0.0
11	7424675	7436234	4088	0.353633217993	0.0
11	10331434	10346391	5443	0.363885546196	0.0
11	10349354	10353179	1482	0.387349712493	0.0
11	10353653	10364108	4122	0.394223412395	0.0
11	10365528	10380450	5642	0.378074113784	0.0
11	10408452	10412348	1296	0.332563510393	0.0
11	10413044	10435118	8325	0.377123442809	0.0
11	10565477	10593363	10959	0.39297880733	0.0
11	10595598	10596937	522	0.389552238806	0.0
11	13035905	13070628	15165	0.436729639442	0.0
11	13070649	13083681	5776	0.443182690094	0.0
11	13092587	13131240	15582	0.403114813473	0.0
11	13133663	13175490	17044	0.407478244238	0.0
11	13187829	13232662	18481	0.412209483874	0.0
11	13232664	13276937	18555	0.419094728283	0.0
11	13278143	13288145	3930	0.392882135359	0.0
11	13293235	13370619	31766	0.410492989597	0.0
11	13371932	13408050	14320	0.396467233312	0.0
11	13606387	13606660	116	0.423357664234	0.0
11	13612680	13684800	26630	0.3692405818	0.0
11	13686395	13692149	2042	0.354821894005	0.0
11	13692151	13744873	20276	0.384575991503	0.0
11	13920696	13921342	217	0.335394126739	0.0
11	13921393	13922583	354	0.297229219144	0.0
11	13922629	13926903	1351	0.316023391813	0.0
11	13926905	13929852	964	0.327001356852	0.0
11	13929854	13961153	12618	0.403130990415	0.0
11	14027141	14103071	31899	0.420105095416	0.0
11	14104594	14136890	12537	0.388178468588	0.0
11	14149674	14160562	4501	0.41335292497	0.0
11	14160650	14161138	250	0.511247443763	0.0
11	14161140	14252267	37806	0.414867000263	0.0
11	14252739	14275532	9590	0.420724752128	0.0
11	14279467	14326530	18622	0.395673975863	0.0
11	14327235	14350966	9989	0.420908478004	0.0
11	15088461	15147114	23146	0.394619292802	0.0
11	15150685	15159376	3502	0.402899217671	0.0
11	15187961	15204640	6619	0.396822541966	0.0
11	15370645	15445832	32344	0.43017502793	0.0
11	15448011	15485924	15268	0.40270084929	0.0
11	15485927	15485927	0	0.0	0.0
11	15485945	15502316	6443	0.393537747374	0.0
11	15503748	15508216	1878	0.42022823898	0.0
11	15515047	15536711	9008	0.415785829679	0.0
11	15544563	15556910	5219	0.422659540006	0.0
11	16079227	16090633	4620	0.405014464802	0.0
11	16286155	16297839	3883	0.332306375695	0.0
11	16299344	16300113	339	0.44025974026	0.0
11	16306115	16307462	579	0.429525222552	0.0
11	16777498	16812997	12194	0.343492957746	0.0
11	18026197	18029956	2137	0.56835106383	0.0
11	18032998	18048238	7362	0.483039170658	0.0
11	18061456	18063330	921	0.4912	0.0
11	18085974	18117114	13143	0.422048103786	0.0
11	18179171	18204194	9871	0.394461317136	0.0
11	18205605	18209259	1602	0.43830369357	0.0
11	18224128	18234973	4774	0.440162271805	0.0
11	18235471	18245350	4096	0.414574898785	0.0
11	18248930	18260566	4658	0.400274984962	0.0
11	18263469	18268815	2260	0.422666916028	0.0
11	18268872	18290153	8438	0.396485292736	0.0
11	19060522	19073271	5709	0.447764705882	0.0
11	19074183	19124264	20084	0.40102232339	0.0
11	19149338	19159511	4050	0.398073520739	0.0
11	19161745	19175801	5472	0.389272248702	0.0
11	19175817	19197374	8671	0.40221727433	0.0
11	19197598	19202186	1754	0.382218348224	0.0
11	19202877	19208330	2318	0.425009167583	0.0
11	19226722	19318024	35730	0.391334348269	0.0
11	19321918	19361208	16254	0.413682522715	0.0
11	19361211	19386318	10729	0.427314003505	0.0
11	19386770	19402752	6364	0.398173058875	0.0
11	19404576	19411405	2758	0.403806734993	0.0
11	19419501	19430236	3602	0.335506706408	0.0
11	19449897	19461812	5093	0.427408526351	0.0
11	19474065	19490662	6726	0.405229545728	0.0
11	19490664	19519798	12388	0.425193066758	0.0
11	19520650	19533183	5039	0.402026487953	0.0
11	19534779	19537005	948	0.425684777728	0.0
11	19537007	19557303	8539	0.420702566882	0.0
11	19559421	19588240	12123	0.420645385149	0.0
11	19619268	19629867	5148	0.485660377358	0.0
11	19630282	19655425	10566	0.420219535476	0.0
11	19663919	19725450	26566	0.431742832997	0.0
11	19730407	19733141	1239	0.453016453382	0.0
11	19743468	19749251	2414	0.417358229599	0.0
11	19749509	19770380	9111	0.436517822921	0.0
11	19770382	19777954	3243	0.428231876403	0.0
11	19786255	19812080	11806	0.457136219314	0.0
11	19813033	19813511	236	0.492693110647	0.0
11	19813513	19849765	16467	0.454224477974	0.0
11	19851944	19859892	3651	0.459303056988	0.0
11	19860068	19870378	4289	0.41596353409	0.0
11	19879432	19888406	4135	0.460724233983	0.0
11	19888452	19890424	837	0.424227065383	0.0
11	19924020	19941083	7316	0.428738865448	0.0
11	19941970	19944664	1151	0.427087198516	0.0
11	19945191	19954860	4443	0.459462254395	0.0
11	19955026	19966865	5514	0.465709459459	0.0
11	19968681	19971250	1122	0.436575875486	0.0
11	19997213	19998110	413	0.45991091314	0.0
11	20002594	20038898	16115	0.443878253684	0.0
11	20047216	20047417	96	0.475247524752	0.0
11	20056951	20074760	7939	0.445760808535	0.0
11	20074778	20085632	4805	0.442653155228	0.0
11	20744995	20747266	814	0.358274647887	0.0
11	20747268	20748767	460	0.306666666667	0.0
11	20749179	20751088	631	0.330366492147	0.0
11	20751090	20773993	8257	0.360504715334	0.0
11	20774271	20797942	8319	0.351427847246	0.0
11	20799224	20821898	8981	0.396074972437	0.0
11	20828555	20840464	5183	0.435180520571	0.0
11	20840466	20876986	15822	0.433230196325	0.0
11	21729193	21743532	4932	0.343933054393	0.0
11	21744326	21762083	6126	0.34497128055	0.0
11	22483707	22511530	10602	0.381037952846	0.0
11	22555273	22586174	10436	0.3377127694	0.0
11	22590067	22597900	2568	0.327801889201	0.0
11	26656151	26656319	72	0.426035502959	0.0
11	26659850	26669620	3559	0.364241121687	0.0
11	26669832	26680335	3875	0.368907083016	0.0
11	26680337	26680338	0	0.0	0.0
11	26680403	26708605	10297	0.365103003227	0.0
11	26709386	26737436	10114	0.36055755588	0.0
11	26760128	26770716	3583	0.338370006611	0.0
11	26883950	26929882	15825	0.344523545164	0.0
11	26939687	26962164	7608	0.338464276181	0.0
11	27474615	27517078	15336	0.361152976639	0.0
11	27694193	27698753	2091	0.458452093839	0.0
11	27704454	27761469	21209	0.371983302933	0.0
11	27761471	27767963	2424	0.373325119359	0.0
11	27768439	27771984	1227	0.346023688663	0.0
11	27794974	27800359	1962	0.364277757148	0.0
11	27801125	27806904	2101	0.363494809689	0.0
11	27813814	27837801	9780	0.407703851926	0.0
11	27839943	27887192	19385	0.410264550265	0.0
11	27890970	27910190	7464	0.388325269237	0.0
11	27954662	27964222	3466	0.362514381341	0.0
11	27964224	27998887	13137	0.378981075467	0.0
11	28156844	28179964	9159	0.396133385234	0.0
11	28208539	28233122	9592	0.390172469899	0.0
11	28234899	28237453	1021	0.399608610568	0.0
11	28239254	28284158	18403	0.409820732658	0.0
11	28289556	28334596	17564	0.389955818032	0.0
11	28334810	28338812	1594	0.398201348988	0.0
11	28480308	28515338	12147	0.34675002141	0.0
11	28515340	28549253	11876	0.350179866722	0.0
11	28549760	28595203	15223	0.334983716222	0.0
11	28849356	28864438	5869	0.389113571571	0.0
11	28870440	28902945	12491	0.384267519842	0.0
11	29103977	29104838	323	0.374709976798	0.0
11	29105373	29113835	3262	0.385442514475	0.0
11	29118939	29153189	12459	0.36375580275	0.0
11	29199748	29275447	27436	0.362430647292	0.0
11	29276738	29328262	17883	0.347074235808	0.0
11	29360129	29381179	7392	0.351147213909	0.0
11	29398825	29404137	1842	0.346696781479	0.0
11	29411461	29442227	10436	0.339194591608	0.0
11	29442335	29460106	5954	0.335021381949	0.0
11	29460160	29463636	1336	0.384239286741	0.0
11	29463639	29463649	2	0.181818181818	0.0
11	29463675	29466723	1323	0.433912758281	0.0
11	29833605	29862586	10859	0.374680836381	0.0
11	29864488	29943292	27575	0.349914345536	0.0
11	29947681	30079672	47331	0.35858991454	0.0
11	30086233	30102974	6112	0.365069884124	0.0
11	30110335	30127512	5934	0.345441844219	0.0
11	30129782	30140989	4310	0.38454675232	0.0
11	30332179	30367406	13048	0.370387192006	0.0
11	30373332	30420127	17613	0.376378322934	0.0
11	31882486	31894789	4192	0.340702210663	0.0
11	31899064	31900016	331	0.347324239244	0.0
11	32167579	32170926	1233	0.368279569892	0.0
11	32170955	32191711	7640	0.368068603363	0.0
11	32223410	32224094	253	0.369343065693	0.0
11	32228972	32249478	7878	0.384161505827	0.0
11	32249633	32264691	7685	0.510326050867	0.0
11	32266030	32285018	10089	0.531307599136	0.0
11	32285035	32324601	15989	0.404099375742	0.0
11	32328823	32349668	8959	0.429770699415	0.0
11	32369434	32374390	2142	0.432116199314	0.0
11	32539038	32562119	10519	0.455723074257	0.0
11	32581322	32585674	1708	0.39237307604	0.0
11	32585954	32590759	1720	0.357885975864	0.0
11	32592719	32639767	20140	0.428064358435	0.0
11	33746236	33755787	3490	0.365368509213	0.0
11	33780451	33784809	1591	0.364991970635	0.0
11	33788221	33814564	10033	0.380845733374	0.0
11	33865002	33880186	6387	0.420612446493	0.0
11	33880188	33905590	10519	0.414084950596	0.0
11	33908836	33931023	9116	0.410852713178	0.0
11	34023924	34026172	1021	0.453979546465	0.0
11	34026174	34026840	323	0.484257871064	0.0
11	34027446	34028988	593	0.384316267012	0.0
11	34037109	34055441	7901	0.430971472209	0.0
11	34063971	34065736	805	0.455832389581	0.0
11	34068116	34068150	18	0.514285714286	0.0
11	34093060	34110734	7333	0.414879773692	0.0
11	34352751	34375813	10545	0.457225859602	0.0
11	34375834	34402880	11873	0.438976596295	0.0
11	38511738	38529437	5986	0.338192090395	0.0
11	39199712	39204401	1569	0.334541577825	0.0
11	39206070	39227620	7182	0.333255997402	0.0
11	39228128	39260171	11031	0.344245412558	0.0
11	39650725	39695140	15700	0.353476224784	0.0
11	39697470	39703840	2067	0.324438863601	0.0
11	39707010	39719894	4587	0.355995343423	0.0
11	39768237	39773819	1932	0.346050510478	0.0
11	39775336	39782901	2562	0.338620142744	0.0
11	39784167	39799412	5389	0.353469762561	0.0
11	39808317	39843443	12478	0.355225325248	0.0
11	39844002	39844978	394	0.403275332651	0.0
11	39844980	39894879	18867	0.378096192385	0.0
11	40026205	40049472	8360	0.359291731133	0.0
11	40323274	40328052	1967	0.411592383344	0.0
11	41463141	41488793	8623	0.336140022609	0.0
11	41488795	41508329	7211	0.369132326593	0.0
11	41509321	41552076	15131	0.353891851436	0.0
11	41816641	41857623	14726	0.359319717932	0.0
11	41866046	41872054	2199	0.36595107339	0.0
11	42025787	42034350	3026	0.353339560953	0.0
11	42034372	42056038	7971	0.367886647898	0.0
11	42056488	42078857	7868	0.351721054984	0.0
11	42306478	42333092	10506	0.394739808379	0.0
11	42339593	42355116	5514	0.355191960835	0.0
11	42355119	42355161	19	0.441860465116	0.0
11	42355211	42379034	8438	0.35418065816	0.0
11	42409935	42421605	3799	0.32550766858	0.0
11	42508244	42530504	8148	0.366021292844	0.0
11	43398361	43398425	23	0.353846153846	0.0
11	43451558	43452668	470	0.42304230423	0.0
11	43496245	43522081	9286	0.359407051902	0.0
11	43524025	43538440	5355	0.371462264151	0.0
11	43560643	43570812	4324	0.42517207473	0.0
11	43570814	43576050	1951	0.372541531411	0.0
11	43584451	43619182	13834	0.398307036738	0.0
11	43619248	43643282	9429	0.392302891616	0.0
11	43679424	43689419	3851	0.385254101641	0.0
11	43966455	43979565	5664	0.432003661048	0.0
11	44043187	44044787	591	0.369144284822	0.0
11	44050789	44063680	4911	0.380933912504	0.0
11	44277648	44278234	217	0.369676320273	0.0
11	44285382	44368698	32450	0.389476337362	0.0
