chr	start	stop
21	36915638	36930017
21	36990213	36990273
21	37087952	37088076
21	37132667	37132824
21	37152797	37153202
21	37161044	37162142
21	37325093	37334121
21	37335159	37339553
21	37367561	37367613
21	37367561	37375220
21	37513203	37674339
21	37514617	37515431
21	37634223	37677060
21	37756548	37757693
21	37942649	37944949
21	38279146	38283175
21	38279206	38283201
21	38279206	38283201
21	38539669	38545155
21	38602009	38603950
21	38602009	38603950
21	38602678	38603950
21	38660499	38660675
21	38678128	38679492
21	38678128	38679492
21	38742218	38782388
21	38976461	38978144
21	39103604	39107714
21	39153456	39156660
21	39187510	39191059
21	39209034	40692201
21	39210925	39212855
21	39312795	39314182
21	39312877	39313341
21	39312877	39314182
21	39313086	39313341
21	39313292	39314182
21	39362489	39365076
21	39362797	39886661
21	39397067	39405743
21	39442358	39445050
21	39547043	39594048
21	39547043	39594048
21	39609713	39615556
21	39609713	39615556
21	39723462	39731242
21	39745354	39746342
21	39831105	39836759
21	39909539	39919498
21	39909677	39921521
21	39914089	39968141
21	39972542	39973097
21	39974439	39975129
21	40149162	40149883
21	40149162	40149883
21	40149327	40149883
21	40182329	40183217
21	40298466	40302282
21	40522294	40594932
21	40647083	40657967
21	40714477	40819044
21	40717832	40816180
21	41031056	41040732
21	41081572	41087604
21	41223963	41299117
21	41368426	41393379
21	41404219	41427210
21	41474013	41475788
21	41499293	41571550
21	41590240	41593440
21	41617288	41619926
21	41617304	41618919
21	41617315	41619821
21	41630775	41688167
21	41716744	41718421
21	41864422	41865446
21	41878784	41879354
21	41878786	41882560
21	41926750	41933290
21	41930011	41933317
21	41930022	41933297
21	41930155	41934469
21	41930741	41931175
21	41930741	41933275
21	41967132	41968093
21	41978731	41988523
21	42078132	42078787
21	42137396	42138001
21	42325773	42331015
21	42388976	42389331
21	42411766	42461452
21	42513512	42514605
21	42587165	42591675
21	42715445	42719680
21	42741152	43087308
21	42789283	42789881
21	42854401	42863823
21	42889861	42912473
21	43081040	43081855
21	43104070	43107643
21	43106558	43349931
21	43279730	43286305
21	43279730	43286305
21	43284721	43290620
21	43285594	43286288
21	43298741	43299256
21	43298741	43299256
21	43388686	43389172
21	43388686	43389172
21	43389739	43417479
21	43401678	43418777
21	43402643	43418665
21	43403150	43418402
21	43407765	43411918
21	43407765	43417479
21	43411388	43416669
21	43427029	43427091
21	43427046	43427091
21	43427046	43431215
21	43550060	43553554
21	43550315	43553611
21	43581686	43584290
21	43698820	43733620
21	43722546	43733620
21	43739382	43740982
21	43739382	43740982
21	43739501	43740993
21	43739592	43740982
21	43739799	43741412
21	43812996	43821468
21	43812996	43821468
21	43834808	43844382
21	43906035	43912627
21	43906358	43914176
21	43906358	43914176
21	43974821	44040473
21	44085326	44234098
21	44088690	44089225
21	44199074	44201150
21	44199111	44201759
21	44199286	44200833
21	44261618	44265217
21	44261771	44263782
21	44261812	44263720
21	44264381	44266674
21	44286828	44286963
21	44300039	44300764
21	44316439	44316566
21	44339157	44350353
21	44349919	44350353
21	44350306	44350353
21	44369298	44370094
21	44395590	44397016
21	44409094	44411113
21	44429808	44431482
21	44430671	44435207
21	44430678	44431476
21	44447091	44464342
21	44452104	44508172
21	44478340	44646223
21	44484185	44485440
21	44522816	44525332
21	44525524	44527577
21	44541071	44595409
21	44827028	44829858
21	44849848	44849975
21	44873622	44875478
21	44875242	44886281
21	44892279	45210127
21	44950882	44951875
21	44981492	44982737
21	44981598	44982678
21	45027970	45028816
21	45028056	45028811
21	45198686	45229407
21	45234184	45234814
21	45296071	45299905
21	45345138	45346225
21	45356176	45359775
21	45356189	45359793
21	45356189	45359793
21	45405326	45405501
21	45405327	45405501
21	45542344	45542389
21	45553519	45555507
21	45584903	45589250
21	45606094	45607615
21	45606102	45607547
21	45607793	45609946
21	45633057	45637032
21	45633073	45634622
21	45633137	45637032
21	45643702	45643747
21	45643702	45653988
21	45670561	45748389
21	45794029	46099112
21	45873550	45883911
21	45873550	45883911
21	45896428	45897273
21	45896431	45897250
21	45898313	45898973
21	45898313	45898973
21	45909640	45910159
21	45909640	45910159
21	45918272	45918937
21	45923790	45925296
21	45968096	45970257
21	45968107	45969810
21	45968142	45970276
21	45968216	45968835
21	46000820	46000869
21	46005946	46006481
21	46034208	46035761
21	46056174	46223317
21	46068159	46407719
21	46140120	46141124
21	46169109	46171878
21	46183452	46184402
21	46189828	46190962
21	46189865	46190920
21	46189865	46190920
21	46192546	46193680
21	46228670	46228770
21	46237604	46238758
21	46237604	46238758
21	46292474	46294844
21	46382029	46384669
21	46382034	46384663
21	46389866	46466883
21	46403194	46404199
21	46421778	46448408
21	46532737	46657444
21	46551797	46552003
21	46608855	46662780
21	46644992	46648167
22	10693593	16075880
22	10702393	10716804
22	10703509	10716863
22	10774752	10782927
22	11346062	11354075
22	11346062	11354075
22	11356165	13284422
22	11821871	12181022
22	11830575	11851313
22	11875737	11927047
22	11875737	11910630
22	11912008	11924584
22	11954100	12225588
22	11954100	12225588
22	12604625	12604723
22	15154551	15206416
22	15282113	15684975
22	15349297	15470992
22	15364055	15397146
22	15364132	15397034
22	15372732	15388222
22	15372732	15388222
22	15387616	15538634
22	15404438	15882364
22	15421004	15471077
22	15441937	15444030
22	15443036	15454367
22	15504306	15903760
22	15514005	15903760
22	15528851	15539990
22	15533085	15741775
22	15533085	15630768
22	15538156	15539901
22	15542002	15688455
22	15627057	15636032
22	15664172	15690917
22	15689986	15715113
22	15703293	15715104
22	15708085	15708150
22	15714956	15715113
22	15731174	15739144
22	15743970	15891536
22	15844978	15903760
22	15865946	15903760
22	15879318	15893878
22	15917417	15934152
22	15928224	15931099
22	16075880	16131942
22	16136726	16251836
22	16257630	16267952
22	16361192	16367189
22	16367505	16381751
22	16374105	16582758
22	16381276	16559444
22	16381487	16421350
22	16384236	16626440
22	16384236	16923046
22	16387620	16397799
22	16396408	16443189
22	16418470	16421760
22	16461843	16465150
22	16495035	16567697
22	16538870	16659817
22	16558353	16569006
22	16574857	16807330
22	16582840	16587956
22	16584150	16598863
22	16584811	16643886
22	16620637	16632980
22	16621085	16811073
22	16626300	16627517
22	16683588	16807330
22	16757380	17351252
22	16776060	16780153
22	16776060	16780153
22	16815478	16821839
22	16821567	16821948
22	16827594	16831756
22	16852053	16855890
22	16852138	16852707
22	16906867	17000306
22	17067847	17108083
22	17079262	17082544
22	17079262	17082544
22	17146324	17147649
22	17155368	17159160
22	17187932	17188707
22	17188118	17188447
22	17216891	17241646
22	17228881	17241646
22	17247856	17281638
22	17251087	17283762
22	17281579	17293270
22	17285362	17293270
22	17289460	17298218
22	17289494	17293261
22	17289494	17299161
22	17289494	17299280
22	17289568	17299839
22	17289679	17293123
22	17291429	17293260
22	17344913	17346436
22	17399508	17402850
22	17460971	17465672
22	17579552	17583446
22	17583682	17586519
22	17596386	17597831
22	17621853	17640393
22	17632023	17641416
22	17642077	17643673
22	17643887	17646733
22	17644216	17646675
22	17644216	17646684
22	17657629	17661881
22	17658736	17661690
22	17658835	17661690
22	17735737	17736565
22	17812364	18048218
22	17876664	17877714
22	18001377	18009255
22	18008700	18009255
22	18008757	18010357
22	18008757	18010357
22	18083522	18138194
22	18134748	18147293
22	18136129	18142664
22	18136188	18142529
22	18137607	18147043
22	18141371	18146762
22	18141577	18146723
22	18143362	18147293
22	18147293	18173093
22	18174998	18205639
22	18176946	18177421
22	18201030	18206337
22	18222519	18238176
22	18228959	18237801
22	18235256	18238355
22	18236777	18238755
22	18236777	18238355
22	18236777	18238144
22	18339129	21248369
22	18339241	18343705
22	18385565	18387556
22	18386004	18387556
22	18386004	18389306
22	18386183	18417459
22	18386215	18387556
22	18386558	18395605
22	18418651	18423443
22	18492995	18500612
22	18493706	18530741
22	18500228	18500651
22	18577014	18578148
22	18577121	18577336
22	18577121	18578353
22	18577509	18578148
22	18579842	18609601
22	18633911	18634701
22	18634721	18641932
22	18638287	18659564
22	18638957	18659564
22	18639012	18659564
22	18639683	18659564
22	18715726	18725240
22	18718488	18734114
22	18721669	18757193
22	18728697	18734494
22	18730367	18761157
22	18733968	18734114
22	18750354	18752296
22	18750505	18757921
22	18750778	18750826
22	18750778	18819383
22	18752296	18752353
22	18778446	18861667
22	18819337	18819814
22	18819352	18848031
22	18819652	18819815
22	18821720	18863180
22	18826488	18900125
22	18847759	18848031
22	18847759	18851819
22	18861041	18896199
22	18887788	18897105
22	18888915	19018612
22	18894799	19024864
22	18896696	18937942
22	18901526	18907381
22	18906126	18907381
22	18912916	18913352
22	18913685	18927670
22	18948034	19023187
22	18948041	19023177
22	18970263	18971195
22	18981341	19022489
22	18989177	19366667
22	19009705	19022227
22	19021447	19035419
22	19029392	19030014
22	19030074	19034671
22	19112417	19113112
22	19149830	19150158
22	19185598	19186878
22	19270521	19297897
22	19430406	19431742
22	19478755	19479663
22	19518601	19549206
22	19526571	19546460
22	19541089	19570923
22	19584095	19585578
22	19584122	19585505
22	19584137	19585484
22	19714592	19714797
22	19714592	19718656
22	19714752	19714797
22	19724095	19728376
22	19760531	19761447
22	19765660	19766010
22	19798910	19805288
22	19831434	19832072
22	19909330	19951573
22	19919562	19925860
22	19921565	19951573
22	19925007	19925889
22	19987053	19987097
22	19993716	19995621
22	20043260	20074000
22	20043587	20045165
22	20044078	20069620
22	20080281	20080638
22	20149173	20149582
22	20149661	20150120
22	20192905	20317352
22	20228633	20280182
22	20276244	20285006
22	20325065	20336906
22	20336920	20339501
22	20338084	20338230
22	20338275	20339175
22	20350517	20350577
22	20351655	20364308
22	20364516	20364560
22	20544807	20550222
22	20545542	20550246
22	20583101	20585673
22	20595545	20666976
22	20596336	20599573
22	20596448	20599418
22	20610956	20611751
22	20619004	20620697
22	20657372	20659674
22	20679631	20685319
22	20679675	20685075
22	20685201	20740196
22	20685743	20699219
22	20691945	20700488
22	20693169	20718806
22	20699382	21111546
22	20699386	20720148
22	20704560	21109830
22	20707834	20711381
22	20731504	20737956
22	20733062	20734722
22	20734579	20734722
22	21022968	21023059
22	21031974	21032518
22	21085588	21091882
22	21088394	21111546
22	21105435	21111546
22	21109556	21189059
22	21111186	21127947
22	21130740	21151634
22	21130986	21412552
22	21151152	21168129
22	21151152	21209044
22	21164835	21168624
22	21175337	21348428
22	21209792	21225377
22	21210601	21267846
22	21211458	21291356
22	21214983	21571357
22	21226546	21226591
22	21226551	21227598
22	21227539	21227599
22	21238661	21259452
22	21259452	21299033
22	21263836	21299033
22	21286993	21295687
22	21302292	21443145
22	21324285	21327590
22	21326753	21356249
22	21356388	21360596
22	21360666	21361430
22	21389227	21417528
22	21417203	21417824
22	21417478	21417528
22	21417899	21443114
22	21453549	21459151
22	21454661	21457821
22	21454661	21484003
22	21457238	21566577
22	21457690	21484003
22	21461577	21489955
22	21464455	21552176
22	21475784	21484064
22	21478163	21491066
22	21483958	21484071
22	21520490	21554740
22	21573613	21613826
22	21644902	21646101
22	21744080	21749621
22	21747631	21750359
22	21748862	21749839
22	21782541	21785695
22	21872308	21939929
22	21954417	21959491
22	21958250	22219007
22	21960717	22024669
22	21989380	22815811
22	21996968	22006666
22	22026621	22906780
22	22027111	22049833
22	22032036	22141088
22	22033688	22078182
22	22033923	22099124
22	22061828	22071892
22	22062420	22064521
22	22062501	22064606
22	22099131	22362698
22	22099188	22114579
22	22099195	22114523
22	22113002	22132397
22	22120567	22836927
22	22130385	22142474
22	22136379	22137746
22	22154015	22197535
22	22162662	22245228
22	22193995	22219595
22	22196582	22206888
22	22200176	22254325
22	22215269	22244710
22	22216158	22249665
22	22252812	22454210
22	22253909	22256848
22	22315126	22379135
22	22326051	22849276
22	22326572	22395424
22	22331906	22345719
22	22333163	22335038
22	22352731	22353481
22	22353549	22376656
22	22355329	22378777
22	22364275	22379789
22	22364883	22417276
22	22379995	22431122
22	22390666	22411276
22	22404602	22410163
22	22416733	22680238
22	22454135	22454656
22	22537600	22601454
22	22547242	22563014
22	22557730	22558703
22	22563654	22567049
22	22571225	22620505
22	22580344	22587400
22	22595533	22910153
22	22623278	22645711
22	22628189	22645187
22	22636706	22646758
22	22646026	22900035
22	22646097	22646831
22	22655141	22710657
22	22655171	22666678
22	22661454	24598528
22	22665444	22897323
22	22677476	22762278
22	22688887	22743135
22	22698195	22698246
22	22713282	22746773
22	22713828	22714290
22	22714389	22757406
22	22721166	22723374
22	22757504	22758287
22	22757504	22766008
22	22777620	22881053
22	22812094	22901815
22	22854926	22899620
22	22857303	22880608
22	22873169	22898312
22	22895818	22901562
22	22898390	22906237
22	22899512	22901561
22	22899599	22899643
22	22899599	22899954
22	22899647	22906722
22	22901577	22904314
22	22905192	22905334
22	22909432	22921102
22	22920551	22925134
22	23036723	23040117
22	23070158	23071014
22	23074394	23193634
22	23135114	23136913
22	23135804	23136859
22	23136166	23137297
22	23136400	23137026
22	23136400	23137026
22	23136401	23136893
22	23136401	23137618
22	23136511	23136893
22	23199301	23296448
22	23230883	23255095
22	23234669	23235625
22	23234714	23235609
22	23234714	23235609
22	23309092	23330782
22	23310330	23319780
22	23313965	23317256
22	23347796	23362693
22	23429316	23431978
22	23429335	23431940
22	23431485	23439479
22	23432325	23461077
22	23438203	23439479
22	23453185	23454354
22	23461604	23486654
22	23536467	23538144
22	23549223	23553322
22	23557710	23561042
22	23559069	23561391
22	23559084	23561281
22	23575222	23639583
22	23576790	23637032
22	23616868	23619486
22	23637350	23751300
22	23640558	23640795
22	23640576	23648889
22	23683422	23685476
22	23683429	23686137
22	23683430	23685351
22	23688508	23696368
22	23689026	23695006
22	23718569	23728395
22	23772915	23772960
22	23852864	23858063
22	23889109	23889153
22	23889109	23891573
22	23931947	23949870
22	23931956	23935432
22	23932011	23936134
22	23932715	23953108
22	23934247	23937038
22	23952367	23953753
22	23956032	23993085
22	23958610	23995755
22	23970839	23991048
22	23972211	23988088
22	23980433	23981051
22	23980433	23984506
22	23980770	23998852
22	23981006	23981052
22	23982879	23984684
22	23983787	23984684
22	23992920	24000151
22	24134179	24674100
22	24178591	24178650
22	24182537	24184919
22	24182537	24184919
22	24182690	24183725
22	24224895	24614929
22	24233558	24233796
22	24239357	24277751
22	24244669	24244997
22	24244669	24270919
22	24255521	24265550
22	24274537	24279020
22	24385943	24404890
22	24479583	24481082
22	24480459	24481036
22	24520328	24541121
22	24607874	24625974
22	24608993	24624889
22	24608993	24660165
22	24609065	24624889
22	24609269	24611134
22	24609985	24610480
22	24610255	24688432
22	24610435	24611257
22	24620358	24627202
22	24639012	24658672
22	24669873	24714154
22	24674100	24710444
22	24706040	24850431
22	24799277	24801365
22	24849637	24850143
22	24849637	24850143
22	24859802	24859897
22	24976324	24981991
22	25004038	25006263
22	25053785	25056512
22	25053834	25056498
22	25227928	25531834
22	25245058	25248950
22	25245058	25265731
22	25261556	25556432
22	25268018	25310951
22	25268018	25522742
22	25274592	25378997
22	25285515	25296650
22	25296111	25592625
22	25304367	25381839
22	25394892	25515321
22	25470875	25522742
22	25503972	25564118
22	25509266	25513844
22	25526375	25602486
22	25560825	25569168
22	26098646	26109672
22	26424862	26429359
22	26429313	26429359
22	26470619	26476138
22	26573439	26596939
22	26713493	26715173
22	26826679	26834583
22	26979034	26982992
22	27014310	27019344
22	27153958	27185303
22	27258889	27262039
22	27308054	27308603
22	27734777	27736241
22	27790413	27804212
22	28084664	28088595
22	28189839	28209086
22	28190347	28309601
22	28197759	28209086
22	28341136	28345384
22	28355220	28381898
22	28616008	28762748
22	28669372	28695820
22	28669552	28726933
22	28671128	28705920
22	28693901	28696620
22	28695128	28695189
22	28695128	28695820
22	28696570	28701965
22	28709151	28710112
22	28773183	28781126
22	28883937	28884084
22	28987761	28991229
22	28987860	28990982
22	28987860	28990982
22	29119988	29120627
22	29237097	29239401
22	29237129	29239233
22	29237200	29239225
22	29267797	29268201
22	29283419	29285901
22	29284294	29285814
22	29284294	29285816
22	29306347	29307999
22	29354422	29354532
22	29369393	29416684
22	29387269	29398098
22	29387346	29397593
22	29485712	29621011
22	29496209	29499743
22	29576129	29579407
22	29580084	29580134
22	29591744	29602219
22	29883217	29883373
22	29884418	29902274
22	29934470	29965892
22	29940321	29941205
22	29940361	29941209
22	29940386	29941209
22	30047508	30051873
22	30430837	30441800
22	30457939	30465019
22	30492425	30523142
22	30494009	30495953
22	30642788	30644557
22	30649479	30650246
22	31023929	31024864
22	31024079	31024782
22	31024079	31024782
22	31065374	31078645
22	31090522	31091092
22	31090723	31090964
22	31283241	31292483
22	31372336	31390042
22	31380430	31384639
22	31404791	31405855
22	31488776	31496990
22	31489307	31489846
22	31499455	31515057
22	31587666	31589439
22	31595579	31602909
22	31638489	31647849
22	31641542	31642828
22	31706727	31780886
22	31963016	32068375
22	32007884	32009141
22	32007904	32009098
22	32154500	32184019
22	32208730	32211211
22	32234881	32235746
22	32290444	32307296
22	32305639	32306075
22	32428648	32432960
22	32439411	32448381
22	32495452	32495762
22	32509702	32510372
22	32531842	32532530
22	32531945	32532530
22	32531947	32532530
22	32598494	32599332
22	32617040	32703689
22	32719893	32732007
22	33061898	33074335
22	33064967	33072219
22	33070172	33081615
22	33092418	33113182
22	33131887	33261315
22	33266111	33269288
22	33266541	33269296
22	33266541	33269411
22	33284880	33314597
22	33340008	33341070
22	33340061	33341090
22	33340061	33341090
22	33359627	33364118
22	33359887	33364460
22	33359946	33364336
22	33371814	33373802
22	33384081	33387781
22	33384277	33387487
22	33384461	33387352
22	33390184	33397449
22	33391055	33392005
22	33397449	33427322
22	33466253	33538478
22	33536370	33639687
22	33567445	33587287
22	33568590	33577083
22	33613015	33730550
22	33616350	33728943
22	33662450	33715992
22	33706206	33838313
22	33712476	33744666
22	33748511	33758457
22	33748511	33778998
22	33810157	33825972
22	33814441	33816671
22	33875794	33911863
22	33889337	34236190
22	33938613	33942745
22	33998084	34002196
22	34007684	34011031
22	34061195	34067180
22	34147868	34153451
22	34161061	34186110
22	34192759	34295045
22	34321372	34329252
22	34328331	34329263
22	34391438	34482620
22	34439606	35089782
22	34451607	34455471
22	34467945	34470223
22	34504127	34505349
22	34504140	34505330
22	34504201	34505302
22	34572092	34572758
22	34611837	34614856
22	34663301	34675193
22	34699397	34719922
22	34710511	34721290
22	34794061	34813145
22	34898983	34903115
22	34899037	34903036
22	34905403	34918714
22	35062066	35073598
22	35064783	35171589
22	35073754	35075014
22	35073754	35075065
22	35249452	35250479
22	35249457	35250614
22	35330299	35338728
22	35466970	35468933
22	35628098	35630898
22	35673843	35675379
22	35737460	35738226
22	35887126	35891504
22	36080838	36085231
22	36080996	36085131
22	36142329	36186514
22	36167779	36179158
22	36167779	36179158
22	36170052	36175500
22	36172392	36179565
22	36175816	36179210
22	36175831	36179165
22	36216931	36218363
22	36216953	36218272
22	36216955	36218364
22	36248028	36262764
22	36301884	36462344
22	36377541	36380404
22	36424503	36425245
22	36448479	36489605
22	36455643	36456865
22	36471613	36472942
22	36522691	36527443
22	36547189	36553714
22	36547235	36553635
22	36547236	36553603
22	36551090	36552205
22	36747125	36751851
22	36747313	36750967
22	36747455	36750963
22	36960232	36969169
22	36961095	36969503
22	36987006	37085139
22	36987841	37083141
22	37019268	37024636
22	37019718	37024067
22	37022950	37024067
22	37041367	37047475
22	37097652	37098319
22	37127343	37242577
22	37217129	37318830
22	37222581	37225104
22	37246885	37251833
22	37247177	37252096
22	37348347	37353988
22	37348379	37354120
22	37348385	37354107
22	37348907	37356551
22	37427249	37427304
22	37560388	37560626
22	37564718	37597119
22	37587058	37588319
22	37587480	37588451
22	37605290	37614278
22	37658427	37659170
22	37669856	37706883
22	37673594	37679393
22	37693986	37695056
22	37730877	37732439
22	37736174	37785122
22	37736681	37741331
22	37746195	37746258
22	37839635	37847101
22	37866764	37882086
22	37946238	37948600
22	38132487	38148291
22	38155195	38162209
22	38259847	38267512
22	38340634	38341950
22	38342178	38343332
22	38362403	38387095
22	38363086	38383396
22	38382111	38394515
22	38420469	38421165
22	38455116	38455196
22	38560155	38568902
22	38560155	38568902
22	38578875	38589813
22	38648659	38654500
22	38648659	38654500
22	38649127	38654012
22	38738857	38738981
22	38752382	38755519
22	38752483	38760396
22	38755474	38755818
22	38815555	38817000
22	38843298	38844004
22	38886338	38891905
22	38892654	38900726
22	38897177	38902718
22	38897891	38902660
22	38898096	38902518
22	38955461	38979302
22	38959802	38996495
22	38960308	38996016
22	38962275	38992211
22	38963055	38963179
22	38963195	38991144
22	38963239	38964477
22	38964531	38966138
22	38967614	38979302
22	38967614	38999502
22	38973796	38979302
22	38978096	38979742
22	38989261	38989619
22	39029448	39032232
22	39030698	39047915
22	39030698	39047915
22	39031033	39062699
22	39032162	39049571
22	39032164	39037084
22	39044025	39045674
22	39044025	39049554
22	39318189	39319343
22	39318826	39319466
22	39326254	39327433
22	39360849	39404699
22	39468638	39469191
22	39877635	39892826
22	39997536	40001275
22	40064765	40069592
22	40196244	40203711
22	40196363	40203687
22	40196363	40203687
22	40196402	40203675
22	40212035	40232211
22	40397945	40398908
22	40397945	40398908
22	40398219	40399238
22	40477204	40484931
22	40579208	40806146
22	40689965	40738747
22	40694917	40699431
22	40748383	40780559
22	40756985	40760167
22	40776941	40780371
22	40859452	40886548
22	40859815	40895052
22	40888368	40893059
22	40891849	40910177
22	41013549	41034703
22	41024005	41027379
22	41040683	41051329
22	41059293	41060009
22	41164171	41166698
22	41190096	41223828
22	41241828	41243743
22	41600636	41625634
22	41620991	41621375
22	41687461	41690926
22	41695073	41718492
22	41748826	41863094
22	41881416	42229791
22	42065633	42068732
22	42117842	42120689
22	42122234	42152586
22	42126588	42130520
22	42127449	42143804
22	42127666	42127761
22	42127666	42128036
22	42127705	42128036
22	42127818	42129170
22	42127922	42128036
22	42129218	42135086
22	42141406	42143349
22	42142888	42142934
22	42144443	42144500
22	42157187	42180465
22	42239176	42245928
22	42264875	42496590
22	42320344	42320854
22	42321394	42324435
22	42321400	42324373
22	42321418	42323846
22	42321496	42323629
22	42349307	42350249
22	42350681	42421646
22	42385165	42554082
22	42399289	42573925
22	42477729	42480021
22	42483195	42484105
22	42483195	42609208
22	42485561	42603439
22	42502624	42536507
22	42508226	42521484
22	42509462	42568154
22	42510719	42570705
22	42514119	42518102
22	42514137	42515985
22	42514306	42514798
22	42515228	42515273
22	42515228	42516070
22	42519685	42519732
22	42522705	42538456
22	42537260	42554027
22	42544348	42567420
22	42559425	42584045
22	42559425	43536924
22	42560158	42560385
22	42560169	42560385
22	42561315	42573590
22	42566249	42566293
22	42566621	42581827
22	42569994	42574149
22	42627299	42627369
22	42632475	42837748
22	42692117	42742167
22	42702644	42703012
22	42706655	42708463
22	42744978	42745918
22	42962929	43047946
22	43035416	43040212
22	43076204	43078827
22	43079906	43080567
22	43098066	43104206
22	43119206	43120612
22	43151537	43180941
22	43152695	43157694
22	43155402	43181618
22	43186867	43186927
22	43198732	43199757
22	43199114	43199738
22	43280606	43281581
22	43298479	43299817
22	43589894	43600319
22	43591030	43600441
22	43630854	43631965
22	43635550	43643983
22	43675070	43687813
22	43676578	43700374
22	43676578	43728351
22	43678000	43684979
22	43796233	43797769
22	43834248	43835113
22	43907801	43908509
22	43984831	43986241
22	43984982	43985990
22	43984982	43985990
22	44016909	44018956
22	44093514	44112010
22	44094540	44095114
22	44112575	44116202
22	44168621	44170220
22	44169063	44169639
22	44169063	44169644
22	44262336	44266000
22	44302615	44303660
22	44348174	44387899
22	44382088	44387899
22	44423721	44425269
22	44426642	44829482
22	44428419	44432583
22	44535046	44536019
22	44668798	44668843
22	44708769	44709654
22	44717343	44718346
22	44719617	44799773
22	44737979	44739037
22	44739371	44741650
22	44739402	44740468
22	44739402	44743078
22	44739584	44742871
22	44739905	44740468
22	44740644	44740972
22	44740819	44740975
22	44748177	44771808
22	44752554	44752632
22	44779436	44806292
22	44815359	44815919
22	44829417	44858220
22	44856563	44857232
22	44863015	44864980
22	44904363	44909976
22	44978106	44998263
22	45008806	45009998
22	45009547	45009998
22	45009577	45009731
22	45009577	45009998
22	45009651	45009998
22	45009663	45009731
22	45009692	45009998
22	45047472	45049319
22	45057845	45059043
22	45158837	45161242
22	45158920	45160919
22	45158991	45160896
22	45159026	45160612
22	45228766	45229251
22	45240631	45240725
22	45254740	45870451
22	45257550	45260714
22	45257625	45260618
22	45257968	45260929
22	45302404	45304279
22	45371440	45372173
22	45469565	45473108
22	45502218	45503167
22	45907237	45915635
22	46020753	46025249
22	46095252	46096177
22	46139141	46141611
22	46150841	46150895
22	46168086	46170895
22	46209649	46297703
22	46250379	46250423
22	46296575	46297492
22	46307997	46308433
22	46308265	46308433
22	46365515	46365612
22	46365515	46366407
22	46476806	46477401
22	46519533	46605396
22	46595874	46599946
22	46631453	46632043
22	46631453	46632043
22	46675963	46750478
22	46723431	46724830
22	46738073	46762982
22	46850042	46858722
22	46858900	46860731
22	46904182	46936794
22	46918998	46960555
22	46969920	47031478
22	46978082	46994890
22	46987129	46989061
22	47004768	47291643
22	47063353	47064053
22	47175355	47175796
22	47178096	47179615
22	47190245	47192728
22	47211055	47213819
22	47289866	47290932
22	47293356	47293825
22	47325510	47344499
22	47405285	47405908
22	47488201	47494864
22	47490694	47627138
22	47526680	47528384
22	47527079	47540119
22	47600436	47601066
22	47732295	47732922
22	47778511	47784527
22	47819529	47820614
22	47856436	47904900
22	47856808	47901507
22	47894296	47899164
22	47956729	47964880
22	48059723	48082524
22	48085645	48087748
22	48086755	48087513
22	48198909	48199725
22	48231576	48234152
22	48251829	48253320
22	48314192	48315614
22	48337926	48351762
22	48481094	48482266
22	48486126	48489711
22	48497542	48498310
22	48619006	48621622
22	48638285	48639101
22	48655114	48655793
22	48666638	48668648
22	48667701	48668778
22	48681814	48682090
22	48688570	48690480
22	48702719	48740473
22	48704321	48747601
22	48718471	48719850
22	48735804	48736489
22	48799489	48813686
22	48956708	49009619
22	48957127	48964351
22	48958401	49010139
22	48959650	48960806
22	48985623	48998384
22	48986334	48998384
22	48991189	48998388
22	48992729	48995695
22	48992901	49608907
22	48995636	49605356
22	48999055	49009619
22	49018513	49029249
22	49087287	49088141
22	49093492	49094721
22	49108219	49112166
22	49203208	49212870
22	49244859	49523117
22	49246572	49519904
22	49265380	49266415
22	49266401	49272068
22	49272024	49272068
22	49309280	49321464
22	49313683	49317202
22	49313685	49317242
22	49314914	49321464
22	49319523	49321628
22	49319559	49321615
22	49319853	49321518
22	49320869	49330930
22	49320882	49321462
22	49321251	49321464
22	49352925	49355640
22	49368686	49373110
22	49371508	49381815
22	49376909	49411136
22	49383717	49388573
22	49407278	49407918
22	49410052	49412951
22	49421934	49466321
22	49433143	49433593
22	49446354	49514666
22	49446488	49514620
22	49454261	49514176
22	49484566	49485242
22	49488421	49585596
22	49497505	49584927
22	49609870	49632894
22	49901762	49902507
22	49928338	49961693
22	49935515	49935998
22	49954695	49960131
22	49956135	49962812
22	49960203	49962802
22	49960397	49962701
22	49960955	49961291
22	49961294	49961340
22	49994284	50041906
22	50004609	50007988
22	50015064	50015221
22	50028662	50029442
22	50057087	50057662
22	50084988	50130477
22	50108132	50230155
22	50180969	50194498
22	50185895	50185955
22	50226183	50292457
22	50236451	50238816
22	50236451	50238816
22	50249898	50250085
22	50267365	50267424
22	50268089	50270296
22	50304365	50307590
22	50307534	50307589
22	50312357	50312423
22	50343361	50348380
22	50368866	50606973
22	50370344	50371696
22	50432782	50435231
22	50465759	50465988
22	50482511	50487472
22	50512298	50516206
22	50522048	50522533
22	50522823	50522871
22	50525424	50531854
22	50525427	50526634
22	50525760	50525931
22	50526206	50526348
22	50537399	50538175
22	50537724	50538270
22	50540866	50551613
22	50616488	50619065
22	50629298	50640157
22	50629888	50638926
22	50643706	50644296
22	50648848	50661004
22	50674638	50674707
22	50674638	50675168
22	50679539	50686980
22	50679564	50682958
22	50685100	50687044
22	50742808	50796027
22	50748293	50748988
22	50768226	50785338
22	50789119	50799484
