ID	Notes	Symbol	Entrez Gene Name	Location	Type(s)	Drug(s)	
NM_001303139	D	PDZRN3	PDZ domain containing ring finger 3	Extracellular Space	enzyme	 	
NM_001303142	D	PDZRN3	PDZ domain containing ring finger 3	Extracellular Space	enzyme	 	
NM_001303140	D	PDZRN3	PDZ domain containing ring finger 3	Extracellular Space	enzyme	 	
NR_046681	 	PDZRN3-AS1	PDZRN3 antisense RNA 1	Other	other	 	
NM_013377	 	PDZRN4	PDZ domain containing ring finger 4	Other	other	 	
NM_024776	 	PEAK1	pseudopodium enriched atypical kinase 1	Plasma Membrane	kinase	 	
NM_001080471	 	PEAR1	platelet endothelial aggregation receptor 1	Plasma Membrane	other	 	
NM_002567	 	PEBP1	phosphatidylethanolamine binding protein 1	Cytoplasm	other	 	
NM_144962	 	PEBP4	phosphatidylethanolamine binding protein 4	Cytoplasm	other	 	
NM_000442	 	PECAM1	platelet/endothelial cell adhesion molecule 1	Plasma Membrane	other	 	
NM_018441	 	PECR	peroxisomal trans-2-enoyl-CoA reductase	Cytoplasm	enzyme	 	
NR_033688	D	PEF1	penta-EF-hand domain containing 1	Cytoplasm	other	 	
NR_033686	D	PEF1	penta-EF-hand domain containing 1	Cytoplasm	other	 	
NM_012392	D	PEF1	penta-EF-hand domain containing 1	Cytoplasm	other	 	
NM_001040152	D	PEG10	paternally expressed 10	Nucleus	other	 	
NM_001172437	D	PEG10	paternally expressed 10	Nucleus	other	 	
NM_001172438	D	PEG10	paternally expressed 10	Nucleus	other	 	
NM_001184962	D	PEG10	paternally expressed 10	Nucleus	other	 	
NM_001184961	D	PEG10	paternally expressed 10	Nucleus	other	 	
NM_015068	D	PEG10	paternally expressed 10	Nucleus	other	 	
NM_001146187	D	PEG3	paternally expressed 3	Nucleus	kinase	 	
NM_006210	D	PEG3	paternally expressed 3	Nucleus	kinase	 	
NM_001146186	D	PEG3	paternally expressed 3	Nucleus	kinase	 	
NM_001146185	D	PEG3	paternally expressed 3	Nucleus	kinase	 	
NM_001146184	D	PEG3	paternally expressed 3	Nucleus	kinase	 	
NR_023847	 	PEG3-AS1	PEG3 antisense RNA 1	Other	other	 	
NM_020651	 	PELI1	pellino E3 ubiquitin protein ligase 1	Cytoplasm	enzyme	 	
NM_001243135	D	PELI3	pellino E3 ubiquitin protein ligase family member 3	Cytoplasm	enzyme	 	
NM_001098510	D	PELI3	pellino E3 ubiquitin protein ligase family member 3	Cytoplasm	enzyme	 	
NM_145065	D	PELI3	pellino E3 ubiquitin protein ligase family member 3	Cytoplasm	enzyme	 	
NM_001243136	D	PELI3	pellino E3 ubiquitin protein ligase family member 3	Cytoplasm	enzyme	 	
NM_015946	 	PELO	pelota homolog (Drosophila)	Nucleus	other	 	
NM_014389	D	PELP1	proline, glutamate and leucine rich protein 1	Nucleus	other	 	
NM_001278241	D	PELP1	proline, glutamate and leucine rich protein 1	Nucleus	other	 	
NM_001166057	D	PEPD	peptidase D	Cytoplasm	peptidase	 	
NM_000285	D	PEPD	peptidase D	Cytoplasm	peptidase	 	
NM_001166056	D	PEPD	peptidase D	Cytoplasm	peptidase	 	
NM_002616	 	PER1	period circadian clock 1	Nucleus	other	avibactam	
NM_022817	 	PER2	period circadian clock 2	Nucleus	transcription regulator	 	
NR_002790	 	PER4	period circadian clock 3 pseudogene	Other	other	 	
NM_001291366	D	PERM1	PPARGC1 and ESRR induced regulator, muscle 1	Other	other	 	
NM_001291367	D	PERM1	PPARGC1 and ESRR induced regulator, muscle 1	Other	other	 	
NM_014303	D	PES1	pescadillo ribosomal biogenesis factor 1	Nucleus	other	 	
NM_001282327	D	PES1	pescadillo ribosomal biogenesis factor 1	Nucleus	other	 	
NM_001282328	D	PES1	pescadillo ribosomal biogenesis factor 1	Nucleus	other	 	
NM_001243225	D	PES1	pescadillo ribosomal biogenesis factor 1	Nucleus	other	 	
NR_033242	D	PET100	PET100 homolog	Other	other	 	
NM_001171155	D	PET100	PET100 homolog	Other	other	 	
NM_001164811	 	PET117	PET117 homolog	Cytoplasm	other	 	
NM_153818	D	PEX10	peroxisomal biogenesis factor 10	Cytoplasm	other	 	
NM_002617	D	PEX10	peroxisomal biogenesis factor 10	Cytoplasm	other	 	
NM_001271573	D	PEX11A	peroxisomal biogenesis factor 11 alpha	Cytoplasm	other	 	
NM_001271572	D	PEX11A	peroxisomal biogenesis factor 11 alpha	Cytoplasm	other	 	
NM_003847	D	PEX11A	peroxisomal biogenesis factor 11 alpha	Cytoplasm	other	 	
NM_003846	D	PEX11B	peroxisomal biogenesis factor 11 beta	Cytoplasm	other	 	
NM_001184795	D	PEX11B	peroxisomal biogenesis factor 11 beta	Cytoplasm	other	 	
NR_073493	D	PEX11B	peroxisomal biogenesis factor 11 beta	Cytoplasm	other	 	
NR_073492	D	PEX11B	peroxisomal biogenesis factor 11 beta	Cytoplasm	other	 	
NR_073491	D	PEX11B	peroxisomal biogenesis factor 11 beta	Cytoplasm	other	 	
NM_001300881	D	PEX11G	peroxisomal biogenesis factor 11 gamma	Cytoplasm	other	 	
NM_080662	D	PEX11G	peroxisomal biogenesis factor 11 gamma	Cytoplasm	other	 	
NM_001270539	D	PEX11G	peroxisomal biogenesis factor 11 gamma	Cytoplasm	other	 	
NM_000286	 	PEX12	peroxisomal biogenesis factor 12	Cytoplasm	other	 	
NM_004813	D	PEX16	peroxisomal biogenesis factor 16	Cytoplasm	other	 	
NM_057174	D	PEX16	peroxisomal biogenesis factor 16	Cytoplasm	other	 	
NM_002857	D	PEX19	peroxisomal biogenesis factor 19	Cytoplasm	other	 	
NM_001193644	D	PEX19	peroxisomal biogenesis factor 19	Cytoplasm	other	 	
NR_036492	D	PEX19	peroxisomal biogenesis factor 19	Cytoplasm	other	 	
NR_036493	D	PEX19	peroxisomal biogenesis factor 19	Cytoplasm	other	 	
NM_001127649	D	PEX26	peroxisomal biogenesis factor 26	Cytoplasm	other	 	
NM_001199319	D	PEX26	peroxisomal biogenesis factor 26	Cytoplasm	other	 	
NM_017929	D	PEX26	peroxisomal biogenesis factor 26	Cytoplasm	other	 	
NM_000319	D	PEX5	peroxisomal biogenesis factor 5	Cytoplasm	transmembrane receptor	 	
NM_001131026	D	PEX5	peroxisomal biogenesis factor 5	Cytoplasm	transmembrane receptor	 	
NM_001131024	D	PEX5	peroxisomal biogenesis factor 5	Cytoplasm	transmembrane receptor	 	
NM_001131025	D	PEX5	peroxisomal biogenesis factor 5	Cytoplasm	transmembrane receptor	 	
NM_001131023	D	PEX5	peroxisomal biogenesis factor 5	Cytoplasm	transmembrane receptor	 	
NM_001300789	D	PEX5	peroxisomal biogenesis factor 5	Cytoplasm	transmembrane receptor	 	
NR_110060	D	PEX5L-AS2	PEX5L antisense RNA 2	Other	other	 	
NR_110061	D	PEX5L-AS2	PEX5L antisense RNA 2	Other	other	 	
NR_110059	D	PEX5L-AS2	PEX5L antisense RNA 2	Other	other	 	
NR_133009	D	PEX6	peroxisomal biogenesis factor 6	Cytoplasm	enzyme	 	
NM_000287	D	PEX6	peroxisomal biogenesis factor 6	Cytoplasm	enzyme	 	
NM_001316313	D	PEX6	peroxisomal biogenesis factor 6	Cytoplasm	enzyme	 	
NM_000288	 	PEX7	peroxisomal biogenesis factor 7	Cytoplasm	transporter	 	
NM_002619	 	PF4	platelet factor 4	Extracellular Space	cytokine	 	
NM_002620	 	PF4V1	platelet factor 4 variant 1	Extracellular Space	cytokine	 	
NM_012393	 	PFAS	phosphoribosylformylglycinamidine synthase	Cytoplasm	enzyme	 	
NM_002622	 	PFDN1	prefoldin subunit 1	Cytoplasm	transcription regulator	 	
NM_002623	 	PFDN4	prefoldin subunit 4	Cytoplasm	other	 	
NM_145897	D	PFDN5	prefoldin subunit 5	Nucleus	transcription regulator	 	
NM_002624	D	PFDN5	prefoldin subunit 5	Nucleus	transcription regulator	 	
NM_001265596	D	PFDN6	prefoldin subunit 6	Cytoplasm	other	 	
NM_001265595	D	PFDN6	prefoldin subunit 6	Cytoplasm	other	 	
NM_014260	D	PFDN6	prefoldin subunit 6	Cytoplasm	other	 	
NM_001185181	D	PFDN6	prefoldin subunit 6	Cytoplasm	other	 	
NR_073450	D	PFKFB1	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 1	Cytoplasm	kinase	 	
NM_002625	D	PFKFB1	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 1	Cytoplasm	kinase	 	
NM_001271805	D	PFKFB1	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 1	Cytoplasm	kinase	 	
NM_001271804	D	PFKFB1	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 1	Cytoplasm	kinase	 	
NM_001018053	D	PFKFB2	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 2	Cytoplasm	kinase	 	
NM_006212	D	PFKFB2	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 2	Cytoplasm	kinase	 	
NM_001282630	D	PFKFB3	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 3	Cytoplasm	kinase	PFK-158	
NM_001314063	D	PFKFB3	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 3	Cytoplasm	kinase	PFK-158	
NM_001145443	D	PFKFB3	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 3	Cytoplasm	kinase	PFK-158	
NM_004566	D	PFKFB3	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 3	Cytoplasm	kinase	PFK-158	
NM_004567	D	PFKFB4	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 4	Cytoplasm	kinase	 	
NM_001317136	D	PFKFB4	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 4	Cytoplasm	kinase	 	
NM_001317137	D	PFKFB4	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 4	Cytoplasm	kinase	 	
NM_001317134	D	PFKFB4	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 4	Cytoplasm	kinase	 	
NM_001317135	D	PFKFB4	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 4	Cytoplasm	kinase	 	
NM_001317138	D	PFKFB4	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 4	Cytoplasm	kinase	 	
NM_001002021	D	PFKL	phosphofructokinase, liver	Cytoplasm	kinase	 	
NM_002626	D	PFKL	phosphofructokinase, liver	Cytoplasm	kinase	 	
NM_001166686	D	PFKM	phosphofructokinase, muscle	Cytoplasm	kinase	 	
NM_001166687	D	PFKM	phosphofructokinase, muscle	Cytoplasm	kinase	 	
NM_001166688	D	PFKM	phosphofructokinase, muscle	Cytoplasm	kinase	 	
NM_000289	D	PFKM	phosphofructokinase, muscle	Cytoplasm	kinase	 	
NM_001242339	D	PFKP	phosphofructokinase, platelet	Cytoplasm	kinase	 	
NM_002627	D	PFKP	phosphofructokinase, platelet	Cytoplasm	kinase	 	
NM_005022	 	PFN1	profilin 1	Cytoplasm	other	 	
NR_003242	 	PFN1P2	profilin 1 pseudogene 2	Other	other	 	
NM_053024	D	PFN2	profilin 2	Cytoplasm	other	 	
NM_002628	D	PFN2	profilin 2	Cytoplasm	other	 	
NM_001029886	 	PFN3	profilin 3	Other	other	 	
NM_199346	 	PFN4	profilin family member 4	Other	other	 	
NM_014224	D	PGA5 (includes others)	pepsinogen 5, group I (pepsinogen A)	Extracellular Space	peptidase	sucralfate	
NM_001079807	D	PGA5 (includes others)	pepsinogen 5, group I (pepsinogen A)	Extracellular Space	peptidase	sucralfate	
NM_001079808	D	PGA5 (includes others)	pepsinogen 5, group I (pepsinogen A)	Extracellular Space	peptidase	sucralfate	
NM_001317079	D	PGAM1	phosphoglycerate mutase 1	Cytoplasm	phosphatase	 	
NM_002629	D	PGAM1	phosphoglycerate mutase 1	Cytoplasm	phosphatase	 	
NR_077225	 	PGAM1P5	phosphoglycerate mutase 1 pseudogene 5	Other	other	 	
NM_000290	 	PGAM2	phosphoglycerate mutase 2	Cytoplasm	phosphatase	 	
NM_024989	 	PGAP1	post-GPI attachment to proteins 1	Cytoplasm	enzyme	 	
NM_001291733	D	PGAP3	post-GPI attachment to proteins 3	Cytoplasm	enzyme	 	
NM_001291732	D	PGAP3	post-GPI attachment to proteins 3	Cytoplasm	enzyme	 	
NM_001291728	D	PGAP3	post-GPI attachment to proteins 3	Cytoplasm	enzyme	 	
NM_001291726	D	PGAP3	post-GPI attachment to proteins 3	Cytoplasm	enzyme	 	
NM_033419	D	PGAP3	post-GPI attachment to proteins 3	Cytoplasm	enzyme	 	
NM_001291730	D	PGAP3	post-GPI attachment to proteins 3	Cytoplasm	enzyme	 	
NM_001184743	D	PGBD1	piggyBac transposable element derived 1	Extracellular Space	enzyme	 	
NM_032507	D	PGBD1	piggyBac transposable element derived 1	Extracellular Space	enzyme	 	
NM_170725	D	PGBD2	piggyBac transposable element derived 2	Other	other	 	
NM_001017434	D	PGBD2	piggyBac transposable element derived 2	Other	other	 	
NM_170753	 	PGBD3	piggyBac transposable element derived 3	Other	other	 	
NM_152595	 	PGBD4	piggyBac transposable element derived 4	Other	other	 	
NR_029429	 	PGCP1	progastricsin (pepsinogen C) pseudogene 1	Other	other	 	
NM_002631	D	PGD	phosphogluconate dehydrogenase	Cytoplasm	enzyme	 	
NM_001304451	D	PGD	phosphogluconate dehydrogenase	Cytoplasm	enzyme	 	
NM_001304452	D	PGD	phosphogluconate dehydrogenase	Cytoplasm	enzyme	 	
NM_005023	 	PGGT1B	protein geranylgeranyltransferase type I, beta subunit	Cytoplasm	enzyme	 	
NM_138733	 	PGK2	phosphoglycerate kinase 2	Cytoplasm	kinase	 	
NM_012088	 	PGLS	6-phosphogluconolactonase	Cytoplasm	enzyme	 	
NM_052890	 	PGLYRP2	peptidoglycan recognition protein 2	Plasma Membrane	transmembrane receptor	 	
NM_052891	 	PGLYRP3	peptidoglycan recognition protein 3	Plasma Membrane	transmembrane receptor	 	
NM_020393	 	PGLYRP4	peptidoglycan recognition protein 4	Plasma Membrane	transmembrane receptor	 	
NM_173582	 	PGM2L1	phosphoglucomutase 2-like 1	Cytoplasm	enzyme	 	
NM_015599	D	PGM3	phosphoglucomutase 3	Cytoplasm	enzyme	 	
NM_001199917	D	PGM3	phosphoglucomutase 3	Cytoplasm	enzyme	 	
NM_001199918	D	PGM3	phosphoglucomutase 3	Cytoplasm	enzyme	 	
NM_001199919	D	PGM3	phosphoglucomutase 3	Cytoplasm	enzyme	 	
NM_021965	 	PGM5	phosphoglucomutase 5	Cytoplasm	enzyme	 	
NR_015423	D	PGM5-AS1	PGM5 antisense RNA 1	Other	other	 	
NR_121192	D	PGM5-AS1	PGM5 antisense RNA 1	Other	other	 	
NR_121191	D	PGM5-AS1	PGM5 antisense RNA 1	Other	other	 	
NR_002836	 	PGM5P2	phosphoglucomutase 5 pseudogene 2	Other	other	 	
NR_121189	D	PGM5P3-AS1	PGM5P3 antisense RNA 1	Other	other	 	
NR_121188	D	PGM5P3-AS1	PGM5P3 antisense RNA 1	Other	other	 	
NR_121190	D	PGM5P3-AS1	PGM5P3 antisense RNA 1	Other	other	 	
NR_121185	D	PGM5P4-AS1	PGM5P4 antisense RNA 1	Other	other	 	
NR_121187	D	PGM5P4-AS1	PGM5P4 antisense RNA 1	Other	other	 	
NR_121186	D	PGM5P4-AS1	PGM5P4 antisense RNA 1	Other	other	 	
NM_001042371	 	PGP	phosphoglycolate phosphatase	Other	enzyme	 	
NM_017712	D	PGPEP1	pyroglutamyl-peptidase I	Cytoplasm	peptidase	 	
NM_001300927	D	PGPEP1	pyroglutamyl-peptidase I	Cytoplasm	peptidase	 	
NM_001308366	D	PGPEP1	pyroglutamyl-peptidase I	Cytoplasm	peptidase	 	
NM_001167902	D	PGPEP1L	pyroglutamyl-peptidase I-like	Cytoplasm	other	 	
NM_001102612	D	PGPEP1L	pyroglutamyl-peptidase I-like	Cytoplasm	other	 	
NR_110602	D	PGS1	phosphatidylglycerophosphate synthase 1	Cytoplasm	enzyme	 	
NR_110601	D	PGS1	phosphatidylglycerophosphate synthase 1	Cytoplasm	enzyme	 	
NM_024419	D	PGS1	phosphatidylglycerophosphate synthase 1	Cytoplasm	enzyme	 	
NR_111989	D	PGS1	phosphatidylglycerophosphate synthase 1	Cytoplasm	enzyme	 	
NM_023923	D	PHACTR4	phosphatase and actin regulator 4	Plasma Membrane	other	 	
NM_001048183	D	PHACTR4	phosphatase and actin regulator 4	Plasma Membrane	other	 	
NM_032177	 	PHAX	phosphorylated adaptor for RNA export	Cytoplasm	other	 	
NM_002634	D	PHB	prohibitin	Nucleus	transcription regulator	 	
NM_001281497	D	PHB	prohibitin	Nucleus	transcription regulator	 	
NM_001281496	D	PHB	prohibitin	Nucleus	transcription regulator	 	
NM_001281715	D	PHB	prohibitin	Nucleus	transcription regulator	 	
NM_001144831	D	PHB2	prohibitin 2	Cytoplasm	transcription regulator	 	
NM_001267700	D	PHB2	prohibitin 2	Cytoplasm	transcription regulator	 	
NM_004426	 	PHC1	polyhomeotic homolog 1 (Drosophila)	Nucleus	transcription regulator	 	
NM_004427	D	PHC2	polyhomeotic homolog 2 (Drosophila)	Nucleus	other	 	
NM_198040	D	PHC2	polyhomeotic homolog 2 (Drosophila)	Nucleus	other	 	
NM_024947	D	PHC3	polyhomeotic homolog 3 (Drosophila)	Nucleus	transcription regulator	 	
NM_001308116	D	PHC3	polyhomeotic homolog 3 (Drosophila)	Nucleus	transcription regulator	 	
NM_002636	D	PHF1	PHD finger protein 1	Nucleus	transcription regulator	 	
NM_024165	D	PHF1	PHD finger protein 1	Nucleus	transcription regulator	 	
NR_027692	D	PHF1	PHD finger protein 1	Nucleus	transcription regulator	 	
NM_018288	D	PHF10	PHD finger protein 10	Nucleus	other	 	
NM_133325	D	PHF10	PHD finger protein 10	Nucleus	other	 	
NM_020889	D	PHF12	PHD finger protein 12	Nucleus	transcription regulator	 	
NM_001290131	D	PHF12	PHD finger protein 12	Nucleus	transcription regulator	 	
NM_001033561	D	PHF12	PHD finger protein 12	Nucleus	transcription regulator	 	
NM_153812	 	PHF13	PHD finger protein 13	Nucleus	other	 	
NM_014660	D	PHF14	PHD finger protein 14	Nucleus	other	 	
NR_033435	D	PHF14	PHD finger protein 14	Nucleus	other	 	
NR_033436	D	PHF14	PHD finger protein 14	Nucleus	other	 	
NM_001286843	D	PHF19	PHD finger protein 19	Nucleus	other	 	
NR_104601	D	PHF19	PHD finger protein 19	Nucleus	other	 	
NM_001286842	D	PHF19	PHD finger protein 19	Nucleus	other	 	
NM_001286840	D	PHF19	PHD finger protein 19	Nucleus	other	 	
NM_015651	D	PHF19	PHD finger protein 19	Nucleus	other	 	
NM_001009936	D	PHF19	PHD finger protein 19	Nucleus	other	 	
NM_005392	 	PHF2	PHD finger protein 2	Nucleus	other	 	
NM_016436	 	PHF20	PHD finger protein 20	Nucleus	other	 	
NM_016018	D	PHF20L1	PHD finger protein 20-like 1	Other	other	 	
NM_198513	D	PHF20L1	PHD finger protein 20-like 1	Other	other	 	
NM_001277196	D	PHF20L1	PHD finger protein 20-like 1	Other	other	 	
NM_024297	D	PHF23	PHD finger protein 23	Other	other	 	
NM_001284518	D	PHF23	PHD finger protein 23	Other	other	 	
NM_001284517	D	PHF23	PHD finger protein 23	Other	other	 	
NM_015153	 	PHF3	PHD finger protein 3	Nucleus	other	 	
NM_032758	 	PHF5A	PHD finger protein 5A	Nucleus	transcription regulator	 	
NM_001278221	D	PHF7	PHD finger protein 7	Nucleus	other	 	
NM_016483	D	PHF7	PHD finger protein 7	Nucleus	other	 	
NM_015107	D	PHF8	PHD finger protein 8	Nucleus	enzyme	 	
NM_001184898	D	PHF8	PHD finger protein 8	Nucleus	enzyme	 	
NM_001184897	D	PHF8	PHD finger protein 8	Nucleus	enzyme	 	
NM_001184896	D	PHF8	PHD finger protein 8	Nucleus	enzyme	 	
NM_006623	 	PHGDH	phosphoglycerate dehydrogenase	Cytoplasm	enzyme	 	
NM_001145643	 	PHGR1	proline/histidine/glycine-rich 1	Other	other	 	
NM_000292	 	PHKA2	phosphorylase kinase, alpha 2 (liver)	Cytoplasm	other	 	
NR_029379	 	PHKA2-AS1	PHKA2 antisense RNA 1	Other	other	 	
NM_001031835	D	PHKB	phosphorylase kinase, beta	Cytoplasm	kinase	 	
NM_000293	D	PHKB	phosphorylase kinase, beta	Cytoplasm	kinase	 	
NM_001258459	D	PHKG1	phosphorylase kinase, gamma 1 (muscle)	Cytoplasm	kinase	 	
NM_001258460	D	PHKG1	phosphorylase kinase, gamma 1 (muscle)	Cytoplasm	kinase	 	
NR_047689	D	PHKG1	phosphorylase kinase, gamma 1 (muscle)	Cytoplasm	kinase	 	
NM_006213	D	PHKG1	phosphorylase kinase, gamma 1 (muscle)	Cytoplasm	kinase	 	
NM_000294	D	PHKG2	phosphorylase kinase, gamma 2 (testis)	Cytoplasm	kinase	 	
NM_001172432	D	PHKG2	phosphorylase kinase, gamma 2 (testis)	Cytoplasm	kinase	 	
NM_003311	 	PHLDA2	pleckstrin homology-like domain, family A, member 2	Cytoplasm	other	 	
NR_073080	D	PHLDA3	pleckstrin homology-like domain, family A, member 3	Plasma Membrane	other	 	
NM_012396	D	PHLDA3	pleckstrin homology-like domain, family A, member 3	Plasma Membrane	other	 	
NM_001144758	D	PHLDB1	pleckstrin homology-like domain, family B, member 1	Cytoplasm	other	 	
NM_001144759	D	PHLDB1	pleckstrin homology-like domain, family B, member 1	Cytoplasm	other	 	
NM_015157	D	PHLDB1	pleckstrin homology-like domain, family B, member 1	Cytoplasm	other	 	
NM_198850	 	PHLDB3	pleckstrin homology-like domain, family B, member 3	Other	other	 	
NM_001289003	D	PHLPP2	PH domain and leucine rich repeat protein phosphatase 2	Cytoplasm	enzyme	 	
NM_015020	D	PHLPP2	PH domain and leucine rich repeat protein phosphatase 2	Cytoplasm	enzyme	 	
NM_001143804	D	PHOSPHO1	phosphatase, orphan 1	Extracellular Space	enzyme	 	
NM_178500	D	PHOSPHO1	phosphatase, orphan 1	Extracellular Space	enzyme	 	
NM_001199288	D	PHOSPHO2	phosphatase, orphan 2	Other	other	 	
NM_001199285	D	PHOSPHO2	phosphatase, orphan 2	Other	other	 	
NM_001199286	D	PHOSPHO2	phosphatase, orphan 2	Other	other	 	
NM_001199287	D	PHOSPHO2	phosphatase, orphan 2	Other	other	 	
NM_001008489	D	PHOSPHO2	phosphatase, orphan 2	Other	other	 	
NM_005169	 	PHOX2A	paired-like homeobox 2a	Nucleus	transcription regulator	 	
NM_020901	D	PHRF1	PHD and ring finger domains 1	Nucleus	other	 	
NM_001286582	D	PHRF1	PHD and ring finger domains 1	Nucleus	other	 	
NM_001286583	D	PHRF1	PHD and ring finger domains 1	Nucleus	other	 	
NM_001286581	D	PHRF1	PHD and ring finger domains 1	Nucleus	other	 	
NM_006608	 	PHTF1	putative homeodomain transcription factor 1	Nucleus	transcription regulator	 	
NM_014759	D	PHYHIP	phytanoyl-CoA 2-hydroxylase interacting protein	Other	other	 	
NM_001099335	D	PHYHIP	phytanoyl-CoA 2-hydroxylase interacting protein	Other	other	 	
NM_001143774	D	PHYHIPL	phytanoyl-CoA 2-hydroxylase interacting protein-like	Cytoplasm	other	 	
NM_032439	D	PHYHIPL	phytanoyl-CoA 2-hydroxylase interacting protein-like	Cytoplasm	other	 	
NM_001278346	D	PHYKPL	5-phosphohydroxy-L-lysine phospho-lyase	Cytoplasm	enzyme	 	
NM_153373	D	PHYKPL	5-phosphohydroxy-L-lysine phospho-lyase	Cytoplasm	enzyme	 	
NR_103509	D	PHYKPL	5-phosphohydroxy-L-lysine phospho-lyase	Cytoplasm	enzyme	 	
NR_103508	D	PHYKPL	5-phosphohydroxy-L-lysine phospho-lyase	Cytoplasm	enzyme	 	
NR_103510	D	PHYKPL	5-phosphohydroxy-L-lysine phospho-lyase	Cytoplasm	enzyme	 	
NM_015886	 	PI15	peptidase inhibitor 15	Extracellular Space	other	 	
NM_153370	D	PI16	peptidase inhibitor 16	Extracellular Space	other	 	
NM_001199159	D	PI16	peptidase inhibitor 16	Extracellular Space	other	 	
NM_002638	 	PI3	peptidase inhibitor 3	Extracellular Space	other	 	
NM_058004	 	PI4KA	phosphatidylinositol 4-kinase, catalytic, alpha	Cytoplasm	kinase	 	
NR_003563	 	PI4KAP1	phosphatidylinositol 4-kinase, catalytic, alpha pseudogene 1	Other	other	 	
NR_003700	 	PI4KAP2	phosphatidylinositol 4-kinase, catalytic, alpha pseudogene 2	Other	other	 	
NM_001198775	D	PI4KB	phosphatidylinositol 4-kinase, catalytic, beta	Cytoplasm	kinase	 	
NM_001198774	D	PI4KB	phosphatidylinositol 4-kinase, catalytic, beta	Cytoplasm	kinase	 	
NM_001198773	D	PI4KB	phosphatidylinositol 4-kinase, catalytic, beta	Cytoplasm	kinase	 	
NM_002651	D	PI4KB	phosphatidylinositol 4-kinase, catalytic, beta	Cytoplasm	kinase	 	
NM_001244014	D	PIANP	PILR alpha associated neural protein	Plasma Membrane	other	 	
NM_001244015	D	PIANP	PILR alpha associated neural protein	Plasma Membrane	other	 	
NM_153685	D	PIANP	PILR alpha associated neural protein	Plasma Membrane	other	 	
NM_016166	 	PIAS1	protein inhibitor of activated STAT 1	Nucleus	transcription regulator	 	
NM_173206	D	PIAS2	protein inhibitor of activated STAT 2	Nucleus	transcription regulator	 	
NM_004671	D	PIAS2	protein inhibitor of activated STAT 2	Nucleus	transcription regulator	 	
NM_006099	 	PIAS3	protein inhibitor of activated STAT 3	Nucleus	transcription regulator	 	
NM_015897	 	PIAS4	protein inhibitor of activated STAT 4	Nucleus	transcription regulator	 	
NM_007166	D	PICALM	phosphatidylinositol binding clathrin assembly protein	Cytoplasm	other	 	
NM_001008660	D	PICALM	phosphatidylinositol binding clathrin assembly protein	Cytoplasm	other	 	
NM_001206946	D	PICALM	phosphatidylinositol binding clathrin assembly protein	Cytoplasm	other	 	
NM_001206947	D	PICALM	phosphatidylinositol binding clathrin assembly protein	Cytoplasm	other	 	
NM_012407	D	PICK1	protein interacting with PRKCA 1	Cytoplasm	enzyme	 	
NM_001039584	D	PICK1	protein interacting with PRKCA 1	Cytoplasm	enzyme	 	
NM_001039583	D	PICK1	protein interacting with PRKCA 1	Cytoplasm	enzyme	 	
NM_145887	D	PIDD1	p53-induced death domain protein 1	Cytoplasm	other	 	
NM_145886	D	PIDD1	p53-induced death domain protein 1	Cytoplasm	other	 	
NM_001142864	 	PIEZO1	piezo-type mechanosensitive ion channel component 1	Cytoplasm	ion channel	 	
NM_022068	 	PIEZO2	piezo-type mechanosensitive ion channel component 2	Other	ion channel	 	
NM_025049	D	PIF1	PIF1 5'-to-3' DNA helicase	Nucleus	enzyme	 	
NM_001286496	D	PIF1	PIF1 5'-to-3' DNA helicase	Nucleus	enzyme	 	
NM_001286497	D	PIF1	PIF1 5'-to-3' DNA helicase	Nucleus	enzyme	 	
NM_001286499	D	PIF1	PIF1 5'-to-3' DNA helicase	Nucleus	enzyme	 	
NM_001300831	D	PIFO	primary cilia formation	Cytoplasm	other	 	
NR_125338	D	PIFO	primary cilia formation	Cytoplasm	other	 	
NM_181643	D	PIFO	primary cilia formation	Cytoplasm	other	 	
NR_033835	D	PIGA	phosphatidylinositol glycan anchor biosynthesis class A	Cytoplasm	enzyme	 	
NR_033836	D	PIGA	phosphatidylinositol glycan anchor biosynthesis class A	Cytoplasm	enzyme	 	
NM_002641	D	PIGA	phosphatidylinositol glycan anchor biosynthesis class A	Cytoplasm	enzyme	 	
NM_020473	D	PIGA	phosphatidylinositol glycan anchor biosynthesis class A	Cytoplasm	enzyme	 	
NM_004855	 	PIGB	phosphatidylinositol glycan anchor biosynthesis class B	Cytoplasm	enzyme	 	
NM_001308421	D	PIGBOS1	PIGB opposite strand 1	Other	other	 	
