ID	Notes	Symbol	Entrez Gene Name	Location	Type(s)	Drug(s)	
NM_001033057	D	MAGI1	membrane associated guanylate kinase, WW and PDZ domain containing 1	Plasma Membrane	kinase	 	
NM_015520	D	MAGI1	membrane associated guanylate kinase, WW and PDZ domain containing 1	Plasma Membrane	kinase	 	
NM_012301	D	MAGI2	membrane associated guanylate kinase, WW and PDZ domain containing 2	Plasma Membrane	kinase	 	
NM_001301128	D	MAGI2	membrane associated guanylate kinase, WW and PDZ domain containing 2	Plasma Membrane	kinase	 	
NM_032509	 	MAK16	MAK16 homolog	Nucleus	other	 	
NR_002819	 	MALAT1	metastasis associated lung adenocarcinoma transcript 1 (non-protein coding)	Nucleus	other	 	
NM_153267	D	MAMDC2	MAM domain containing 2	Extracellular Space	other	 	
NR_125850	D	MAMDC2	MAM domain containing 2	Extracellular Space	other	 	
NM_206920	 	MAMDC4	MAM domain containing 4	Cytoplasm	other	 	
NM_014757	 	MAML1	mastermind like transcriptional coactivator 1	Nucleus	transcription regulator	 	
NM_032427	 	MAML2	mastermind like transcriptional coactivator 2	Nucleus	transcription regulator	 	
NM_018717	 	MAML3	mastermind like transcriptional coactivator 3	Nucleus	transcription regulator	 	
NM_016219	D	MAN1B1	mannosidase, alpha, class 1B, member 1	Cytoplasm	enzyme	 	
NR_045721	D	MAN1B1	mannosidase, alpha, class 1B, member 1	Cytoplasm	enzyme	 	
NR_045720	D	MAN1B1	mannosidase, alpha, class 1B, member 1	Cytoplasm	enzyme	 	
NR_027447	 	MAN1B1-AS1	MAN1B1 antisense RNA 1 (head to head)	Other	other	 	
NM_020379	D	MAN1C1	mannosidase, alpha, class 1C, member 1	Cytoplasm	enzyme	 	
NM_001289010	D	MAN1C1	mannosidase, alpha, class 1C, member 1	Cytoplasm	enzyme	 	
NM_002372	 	MAN2A1	mannosidase, alpha, class 2A, member 1	Cytoplasm	enzyme	 	
NM_000528	D	MAN2B1	mannosidase, alpha, class 2B, member 1	Cytoplasm	enzyme	 	
NM_001173498	D	MAN2B1	mannosidase, alpha, class 2B, member 1	Cytoplasm	enzyme	 	
NM_005908	 	MANBA	mannosidase, beta A, lysosomal	Cytoplasm	enzyme	 	
NM_001031740	D	MANEAL	mannosidase, endo-alpha-like	Other	other	 	
NM_152496	D	MANEAL	mannosidase, endo-alpha-like	Other	other	 	
NM_001113482	D	MANEAL	mannosidase, endo-alpha-like	Other	other	 	
NM_000240	D	MAOA	monoamine oxidase A	Cytoplasm	enzyme	ladostigil, CX-1370, moclobemide, MAO-A inhibitor, phentermine/topiramate, fenfluramine/phentermine, methamphetamine, dextroamphetamine, procainamide, tranylcypromine, phenelzine, iproniazid, isocarboxazid, phentermine, benzphetamine, N-(2-indanyl)glycinamide	
NM_001270458	D	MAOA	monoamine oxidase A	Cytoplasm	enzyme	ladostigil, CX-1370, moclobemide, MAO-A inhibitor, phentermine/topiramate, fenfluramine/phentermine, methamphetamine, dextroamphetamine, procainamide, tranylcypromine, phenelzine, iproniazid, isocarboxazid, phentermine, benzphetamine, N-(2-indanyl)glycinamide	
NM_000898	 	MAOB	monoamine oxidase B	Cytoplasm	enzyme	safinamide, ladostigil, rasagiline, MAO-B inhibitor, phentermine/topiramate, fenfluramine/phentermine, pargyline, methamphetamine, selegiline, dextroamphetamine, procainamide, tranylcypromine, phenelzine, isocarboxazid, phentermine, benzphetamine	
NM_005909	 	MAP1B	microtubule associated protein 1B	Cytoplasm	other	 	
NM_031847	D	MAP2	microtubule associated protein 2	Plasma Membrane	other	estramustine	
NM_031845	D	MAP2	microtubule associated protein 2	Plasma Membrane	other	estramustine	
NM_001039538	D	MAP2	microtubule associated protein 2	Plasma Membrane	other	estramustine	
NM_002374	D	MAP2	microtubule associated protein 2	Plasma Membrane	other	estramustine	
NM_002755	 	MAP2K1	mitogen-activated protein kinase kinase 1	Cytoplasm	kinase	selumetinib, pimasertib, trametinib, refametinib, cobimetinib, dabrafenib/trametinib, cobimetinib/vemurafenib, MKK1 inhibitor	
NM_145109	D	MAP2K3	mitogen-activated protein kinase kinase 3	Cytoplasm	kinase	 	
NM_001316332	D	MAP2K3	mitogen-activated protein kinase kinase 3	Cytoplasm	kinase	 	
NM_002756	D	MAP2K3	mitogen-activated protein kinase kinase 3	Cytoplasm	kinase	 	
NM_003010	D	MAP2K4	mitogen-activated protein kinase kinase 4	Cytoplasm	kinase	 	
NM_001281435	D	MAP2K4	mitogen-activated protein kinase kinase 4	Cytoplasm	kinase	 	
NR_029423	 	MAP2K4P1	mitogen-activated protein kinase kinase 4 pseudogene 1	Other	other	 	
NM_002758	 	MAP2K6	mitogen-activated protein kinase kinase 6	Cytoplasm	kinase	 	
NM_005921	 	MAP3K1	mitogen-activated protein kinase kinase kinase 1, E3 ubiquitin protein ligase	Cytoplasm	kinase	 	
NM_006301	D	MAP3K12	mitogen-activated protein kinase kinase kinase 12	Cytoplasm	kinase	 	
NM_001193511	D	MAP3K12	mitogen-activated protein kinase kinase kinase 12	Cytoplasm	kinase	 	
NM_004721	D	MAP3K13	mitogen-activated protein kinase kinase kinase 13	Cytoplasm	kinase	 	
NM_001242317	D	MAP3K13	mitogen-activated protein kinase kinase kinase 13	Cytoplasm	kinase	 	
NM_001242314	D	MAP3K13	mitogen-activated protein kinase kinase kinase 13	Cytoplasm	kinase	 	
NM_003954	 	MAP3K14	mitogen-activated protein kinase kinase kinase 14	Cytoplasm	kinase	 	
NM_001001671	 	MAP3K15	mitogen-activated protein kinase kinase kinase 15	Other	other	 	
NM_025052	D	MAP3K19	mitogen-activated protein kinase kinase kinase 19	Other	kinase	 	
NM_001018046	D	MAP3K19	mitogen-activated protein kinase kinase kinase 19	Other	kinase	 	
NM_001018047	D	MAP3K19	mitogen-activated protein kinase kinase kinase 19	Other	kinase	 	
NM_001018044	D	MAP3K19	mitogen-activated protein kinase kinase kinase 19	Other	kinase	 	
NM_001282883	D	MAP3K19	mitogen-activated protein kinase kinase kinase 19	Other	kinase	 	
NM_006609	 	MAP3K2	mitogen-activated protein kinase kinase kinase 2	Cytoplasm	kinase	 	
NM_002401	D	MAP3K3	mitogen-activated protein kinase kinase kinase 3	Cytoplasm	kinase	 	
NM_203351	D	MAP3K3	mitogen-activated protein kinase kinase kinase 3	Cytoplasm	kinase	 	
NM_005923	 	MAP3K5	mitogen-activated protein kinase kinase kinase 5	Cytoplasm	kinase	 	
NM_001286634	D	MAP3K7CL	MAP3K7 C-terminal like	Other	other	 	
NM_001286619	D	MAP3K7CL	MAP3K7 C-terminal like	Other	other	 	
NM_020152	D	MAP3K7CL	MAP3K7 C-terminal like	Other	other	 	
NM_001286620	D	MAP3K7CL	MAP3K7 C-terminal like	Other	other	 	
NM_001286618	D	MAP3K7CL	MAP3K7 C-terminal like	Other	other	 	
NM_001286617	D	MAP3K7CL	MAP3K7 C-terminal like	Other	other	 	
NM_001286622	D	MAP3K7CL	MAP3K7 C-terminal like	Other	other	 	
NM_001286624	D	MAP3K7CL	MAP3K7 C-terminal like	Other	other	 	
NM_207577	D	MAP6	microtubule associated protein 6	Cytoplasm	other	 	
NM_033063	D	MAP6	microtubule associated protein 6	Cytoplasm	other	 	
NM_001198609	D	MAP7	microtubule associated protein 7	Cytoplasm	other	 	
NM_001198618	D	MAP7	microtubule associated protein 7	Cytoplasm	other	 	
NM_001198614	D	MAP7	microtubule associated protein 7	Cytoplasm	other	 	
NM_001198617	D	MAP7	microtubule associated protein 7	Cytoplasm	other	 	
NM_001198611	D	MAP7	microtubule associated protein 7	Cytoplasm	other	 	
NM_001198615	D	MAP7	microtubule associated protein 7	Cytoplasm	other	 	
NM_001198616	D	MAP7	microtubule associated protein 7	Cytoplasm	other	 	
NM_001198608	D	MAP7	microtubule associated protein 7	Cytoplasm	other	 	
NM_003980	D	MAP7	microtubule associated protein 7	Cytoplasm	other	 	
NM_001198619	D	MAP7	microtubule associated protein 7	Cytoplasm	other	 	
NM_001168467	D	MAP7D2	MAP7 domain containing 2	Other	other	 	
NM_152780	D	MAP7D2	MAP7 domain containing 2	Other	other	 	
NM_001168466	D	MAP7D2	MAP7 domain containing 2	Other	other	 	
NM_001168465	D	MAP7D2	MAP7 domain containing 2	Other	other	 	
NM_024597	D	MAP7D3	MAP7 domain containing 3	Cytoplasm	other	 	
NM_001173516	D	MAP7D3	MAP7 domain containing 3	Cytoplasm	other	 	
NM_001173517	D	MAP7D3	MAP7 domain containing 3	Cytoplasm	other	 	
NM_001039580	 	MAP9	microtubule associated protein 9	Other	other	 	
NM_138982	D	MAPK10	mitogen-activated protein kinase 10	Cytoplasm	kinase	 	
NM_001318069	D	MAPK10	mitogen-activated protein kinase 10	Cytoplasm	kinase	 	
NM_001318068	D	MAPK10	mitogen-activated protein kinase 10	Cytoplasm	kinase	 	
NM_001318067	D	MAPK10	mitogen-activated protein kinase 10	Cytoplasm	kinase	 	
NM_138980	D	MAPK10	mitogen-activated protein kinase 10	Cytoplasm	kinase	 	
NM_002753	D	MAPK10	mitogen-activated protein kinase 10	Cytoplasm	kinase	 	
NM_002754	D	MAPK13	mitogen-activated protein kinase 13	Cytoplasm	kinase	talmapimod	
NR_072996	D	MAPK13	mitogen-activated protein kinase 13	Cytoplasm	kinase	talmapimod	
NM_139013	D	MAPK14	mitogen-activated protein kinase 14	Cytoplasm	kinase	talmapimod, RO-3201195, p38 MAP kinase inhibitor	
NM_139012	D	MAPK14	mitogen-activated protein kinase 14	Cytoplasm	kinase	talmapimod, RO-3201195, p38 MAP kinase inhibitor	
NM_001315	D	MAPK14	mitogen-activated protein kinase 14	Cytoplasm	kinase	talmapimod, RO-3201195, p38 MAP kinase inhibitor	
NM_139014	D	MAPK14	mitogen-activated protein kinase 14	Cytoplasm	kinase	talmapimod, RO-3201195, p38 MAP kinase inhibitor	
NM_144578	 	MAPK1IP1L	mitogen-activated protein kinase 1 interacting protein 1-like	Nucleus	other	 	
NM_139032	D	MAPK7	mitogen-activated protein kinase 7	Cytoplasm	kinase	 	
NM_139034	D	MAPK7	mitogen-activated protein kinase 7	Cytoplasm	kinase	 	
NM_139033	D	MAPK7	mitogen-activated protein kinase 7	Cytoplasm	kinase	 	
NM_002749	D	MAPK7	mitogen-activated protein kinase 7	Cytoplasm	kinase	 	
NM_001006618	D	MAPKAP1	mitogen-activated protein kinase associated protein 1	Cytoplasm	other	 	
NM_001006617	D	MAPKAP1	mitogen-activated protein kinase associated protein 1	Cytoplasm	other	 	
NM_024117	D	MAPKAP1	mitogen-activated protein kinase associated protein 1	Cytoplasm	other	 	
NM_001006621	D	MAPKAP1	mitogen-activated protein kinase associated protein 1	Cytoplasm	other	 	
NM_001006619	D	MAPKAP1	mitogen-activated protein kinase associated protein 1	Cytoplasm	other	 	
NM_001006620	D	MAPKAP1	mitogen-activated protein kinase associated protein 1	Cytoplasm	other	 	
NM_032960	D	MAPKAPK2	mitogen-activated protein kinase-activated protein kinase 2	Nucleus	kinase	cdc25C phosphatase (211-221)	
NM_004759	D	MAPKAPK2	mitogen-activated protein kinase-activated protein kinase 2	Nucleus	kinase	cdc25C phosphatase (211-221)	
NM_001143827	D	MAPRE2	microtubule associated protein RP/EB family member 2	Cytoplasm	other	 	
NM_001256420	D	MAPRE2	microtubule associated protein RP/EB family member 2	Cytoplasm	other	 	
NM_001143826	D	MAPRE2	microtubule associated protein RP/EB family member 2	Cytoplasm	other	 	
NR_046177	D	MAPRE2	microtubule associated protein RP/EB family member 2	Cytoplasm	other	 	
NM_014268	D	MAPRE2	microtubule associated protein RP/EB family member 2	Cytoplasm	other	 	
NM_012326	 	MAPRE3	microtubule associated protein RP/EB family member 3	Cytoplasm	enzyme	 	
NM_022746	 	MARC1	mitochondrial amidoxime reducing component 1	Cytoplasm	enzyme	 	
NM_001317338	D	MARC2	mitochondrial amidoxime reducing component 2	Cytoplasm	enzyme	 	
NM_017898	D	MARC2	mitochondrial amidoxime reducing component 2	Cytoplasm	enzyme	 	
NM_001288779	D	MARCH10	membrane associated ring-CH-type finger 10	Cytoplasm	other	 	
NM_152598	D	MARCH10	membrane associated ring-CH-type finger 10	Cytoplasm	other	 	
NM_001100875	D	MARCH10	membrane associated ring-CH-type finger 10	Cytoplasm	other	 	
NM_001288780	D	MARCH10	membrane associated ring-CH-type finger 10	Cytoplasm	other	 	
NM_016496	D	MARCH2	membrane associated ring-CH-type finger 2	Cytoplasm	enzyme	 	
NM_001005416	D	MARCH2	membrane associated ring-CH-type finger 2	Cytoplasm	enzyme	 	
NM_001005415	D	MARCH2	membrane associated ring-CH-type finger 2	Cytoplasm	enzyme	 	
NM_178450	 	MARCH3	membrane associated ring-CH-type finger 3	Cytoplasm	other	 	
NM_005885	D	MARCH6	membrane associated ring-CH-type finger 6	Cytoplasm	enzyme	 	
NM_001270660	D	MARCH6	membrane associated ring-CH-type finger 6	Cytoplasm	enzyme	 	
NM_001270661	D	MARCH6	membrane associated ring-CH-type finger 6	Cytoplasm	enzyme	 	
NM_145021	 	MARCH8	membrane associated ring-CH-type finger 8	Cytoplasm	enzyme	 	
NM_002356	 	MARCKS	myristoylated alanine-rich protein kinase C substrate	Plasma Membrane	other	 	
NM_023009	D	MARCKSL1	MARCKS-like 1	Cytoplasm	other	 	
NR_052852	D	MARCKSL1	MARCKS-like 1	Cytoplasm	other	 	
NM_018650	D	MARK1	MAP/microtubule affinity-regulating kinase 1	Cytoplasm	kinase	 	
NM_001286128	D	MARK1	MAP/microtubule affinity-regulating kinase 1	Cytoplasm	kinase	 	
NM_001286129	D	MARK1	MAP/microtubule affinity-regulating kinase 1	Cytoplasm	kinase	 	
NM_001286124	D	MARK1	MAP/microtubule affinity-regulating kinase 1	Cytoplasm	kinase	 	
NM_001286126	D	MARK1	MAP/microtubule affinity-regulating kinase 1	Cytoplasm	kinase	 	
NM_138395	 	MARS2	methionyl-tRNA synthetase 2, mitochondrial	Cytoplasm	enzyme	 	
NM_002377	 	MAS1	MAS1 proto-oncogene, G protein-coupled receptor	Plasma Membrane	G-protein coupled receptor	 	
NM_052967	 	MAS1L	MAS1 proto-oncogene like, G protein-coupled receptor	Plasma Membrane	G-protein coupled receptor	 	
NM_001297651	D	MAST4	microtubule associated serine/threonine kinase family member 4	Other	kinase	 	
NM_001164664	D	MAST4	microtubule associated serine/threonine kinase family member 4	Other	kinase	 	
NM_015183	D	MAST4	microtubule associated serine/threonine kinase family member 4	Other	kinase	 	
NM_001290226	D	MAST4	microtubule associated serine/threonine kinase family member 4	Other	kinase	 	
NM_001290227	D	MAST4	microtubule associated serine/threonine kinase family member 4	Other	kinase	 	
NM_000429	 	MAT1A	methionine adenosyltransferase I, alpha	Cytoplasm	enzyme	 	
NM_030583	D	MATN2	matrilin 2	Extracellular Space	other	 	
NM_001317748	D	MATN2	matrilin 2	Extracellular Space	other	 	
NM_002380	D	MATN2	matrilin 2	Extracellular Space	other	 	
NM_018834	D	MATR3	matrin 3	Nucleus	other	 	
NM_001194956	D	MATR3	matrin 3	Nucleus	other	 	
NM_199189	D	MATR3	matrin 3	Nucleus	other	 	
NM_001194955	D	MATR3	matrin 3	Nucleus	other	 	
NM_001194954	D	MATR3	matrin 3	Nucleus	other	 	
NM_001282278	D	MATR3	matrin 3	Nucleus	other	 	
NM_003927	D	MBD2	methyl-CpG binding domain protein 2	Nucleus	transcription regulator	 	
NM_015832	D	MBD2	methyl-CpG binding domain protein 2	Nucleus	transcription regulator	 	
NM_018328	 	MBD5	methyl-CpG binding domain protein 5	Nucleus	other	 	
NM_001170701	D	MBNL3	muscleblind-like splicing regulator 3	Nucleus	other	 	
NM_001170702	D	MBNL3	muscleblind-like splicing regulator 3	Nucleus	other	 	
NM_018388	D	MBNL3	muscleblind-like splicing regulator 3	Nucleus	other	 	
NM_001170704	D	MBNL3	muscleblind-like splicing regulator 3	Nucleus	other	 	
NM_001170703	D	MBNL3	muscleblind-like splicing regulator 3	Nucleus	other	 	
NM_133486	D	MBNL3	muscleblind-like splicing regulator 3	Nucleus	other	 	
NM_001080480	D	MBOAT1	membrane bound O-acyltransferase domain containing 1	Cytoplasm	other	 	
NR_073465	D	MBOAT1	membrane bound O-acyltransferase domain containing 1	Cytoplasm	other	 	
NM_017643	 	MBTD1	mbt domain containing 1	Other	other	 	
NM_015884	 	MBTPS2	membrane bound transcription factor peptidase, site 2	Cytoplasm	peptidase	 	
NM_019888	 	MC3R	melanocortin 3 receptor	Plasma Membrane	G-protein coupled receptor	 	
NM_006500	 	MCAM	melanoma cell adhesion molecule	Plasma Membrane	other	 	
NR_120639	D	MCCC1	methylcrotonoyl-CoA carboxylase 1	Cytoplasm	enzyme	 	
NM_020166	D	MCCC1	methylcrotonoyl-CoA carboxylase 1	Cytoplasm	enzyme	 	
NR_120640	D	MCCC1	methylcrotonoyl-CoA carboxylase 1	Cytoplasm	enzyme	 	
NM_001293273	D	MCCC1	methylcrotonoyl-CoA carboxylase 1	Cytoplasm	enzyme	 	
NM_005369	D	MCF2	MCF.2 cell line derived transforming sequence	Cytoplasm	other	 	
NM_001171879	D	MCF2	MCF.2 cell line derived transforming sequence	Cytoplasm	other	 	
NM_001171876	D	MCF2	MCF.2 cell line derived transforming sequence	Cytoplasm	other	 	
NM_001099855	D	MCF2	MCF.2 cell line derived transforming sequence	Cytoplasm	other	 	
NM_001171878	D	MCF2	MCF.2 cell line derived transforming sequence	Cytoplasm	other	 	
NM_001171877	D	MCF2	MCF.2 cell line derived transforming sequence	Cytoplasm	other	 	
NM_001112732	D	MCF2L	MCF.2 cell line derived transforming sequence like	Cytoplasm	other	 	
NM_024979	D	MCF2L	MCF.2 cell line derived transforming sequence like	Cytoplasm	other	 	
NR_034002	 	MCF2L-AS1	MCF2L antisense RNA 1	Other	other	 	
NM_182751	D	MCM10	minichromosome maintenance 10 replication initiation factor	Nucleus	other	 	
NM_018518	D	MCM10	minichromosome maintenance 10 replication initiation factor	Nucleus	other	 	
NM_002388	D	MCM3	minichromosome maintenance complex component 3	Nucleus	enzyme	 	
NM_001270472	D	MCM3	minichromosome maintenance complex component 3	Nucleus	enzyme	 	
NM_006739	 	MCM5	minichromosome maintenance complex component 5	Nucleus	enzyme	 	
NM_005915	 	MCM6	minichromosome maintenance complex component 6	Nucleus	enzyme	 	
NM_032485	D	MCM8	minichromosome maintenance 8 homologous recombination repair factor	Nucleus	enzyme	 	
NM_001281521	D	MCM8	minichromosome maintenance 8 homologous recombination repair factor	Nucleus	enzyme	 	
NM_001281520	D	MCM8	minichromosome maintenance 8 homologous recombination repair factor	Nucleus	enzyme	 	
NM_001281522	D	MCM8	minichromosome maintenance 8 homologous recombination repair factor	Nucleus	enzyme	 	
NM_182802	D	MCM8	minichromosome maintenance 8 homologous recombination repair factor	Nucleus	enzyme	 	
NM_017696	D	MCM9	minichromosome maintenance 9 homologous recombination repair factor	Nucleus	enzyme	 	
NM_153255	D	MCM9	minichromosome maintenance 9 homologous recombination repair factor	Nucleus	enzyme	 	
NM_001256378	D	MCMBP	minichromosome maintenance complex binding protein	Nucleus	other	 	
NM_024834	D	MCMBP	minichromosome maintenance complex binding protein	Nucleus	other	 	
NM_001256379	D	MCMBP	minichromosome maintenance complex binding protein	Nucleus	other	 	
NM_173518	 	MCMDC2	minichromosome maintenance domain containing 2	Other	other	 	
NM_001002796	D	MCTP1	multiple C2 domains, transmembrane 1	Other	other	 	
NM_024717	D	MCTP1	multiple C2 domains, transmembrane 1	Other	other	 	
NM_001297777	D	MCTP1	multiple C2 domains, transmembrane 1	Other	other	 	
NM_014060	D	MCTS1	malignant T-cell amplified sequence 1	Cytoplasm	other	 	
NM_001137554	D	MCTS1	malignant T-cell amplified sequence 1	Cytoplasm	other	 	
NM_138357	D	MCU	mitochondrial calcium uniporter	Cytoplasm	ion channel	 	
NM_001270679	D	MCU	mitochondrial calcium uniporter	Cytoplasm	ion channel	 	
NR_073062	D	MCU	mitochondrial calcium uniporter	Cytoplasm	ion channel	 	
NM_001270680	D	MCU	mitochondrial calcium uniporter	Cytoplasm	ion channel	 	
NM_001031713	 	MCUR1	mitochondrial calcium uniporter regulator 1	Cytoplasm	other	 	
NM_001113498	 	MDGA2	MAM domain containing glycosylphosphatidylinositol anchor 2	Other	other	 	
NM_001205028	D	MDM1	Mdm1 nuclear protein	Cytoplasm	other	 	
NM_001205029	D	MDM1	Mdm1 nuclear protein	Cytoplasm	other	 	
NM_020128	D	MDM1	Mdm1 nuclear protein	Cytoplasm	other	 	
NM_017440	D	MDM1	Mdm1 nuclear protein	Cytoplasm	other	 	
NM_001278462	D	MDM2	MDM2 proto-oncogene, E3 ubiquitin protein ligase	Nucleus	transcription regulator	CGM097, DS-3032b, HDM201, RO5503781, RO6839921	
NM_001145337	D	MDM2	MDM2 proto-oncogene, E3 ubiquitin protein ligase	Nucleus	transcription regulator	CGM097, DS-3032b, HDM201, RO5503781, RO6839921	
NM_001145340	D	MDM2	MDM2 proto-oncogene, E3 ubiquitin protein ligase	Nucleus	transcription regulator	CGM097, DS-3032b, HDM201, RO5503781, RO6839921	
NM_001145339	D	MDM2	MDM2 proto-oncogene, E3 ubiquitin protein ligase	Nucleus	transcription regulator	CGM097, DS-3032b, HDM201, RO5503781, RO6839921	
NM_002392	D	MDM2	MDM2 proto-oncogene, E3 ubiquitin protein ligase	Nucleus	transcription regulator	CGM097, DS-3032b, HDM201, RO5503781, RO6839921	
NM_001204171	D	MDM4	MDM4, p53 regulator	Nucleus	other	 	
NM_001204172	D	MDM4	MDM4, p53 regulator	Nucleus	other	 	
NM_001278516	D	MDM4	MDM4, p53 regulator	Nucleus	other	 	
NM_001278517	D	MDM4	MDM4, p53 regulator	Nucleus	other	 	
NM_001278518	D	MDM4	MDM4, p53 regulator	Nucleus	other	 	
NM_001278519	D	MDM4	MDM4, p53 regulator	Nucleus	other	 	
NM_002393	D	MDM4	MDM4, p53 regulator	Nucleus	other	 	
NM_014611	 	MDN1	midasin AAA ATPase 1	Nucleus	other	 	
NM_138476	D	MDP1	magnesium-dependent phosphatase 1	Cytoplasm	phosphatase	 	
NM_001199821	D	MDP1	magnesium-dependent phosphatase 1	Cytoplasm	phosphatase	 	
NM_001199822	D	MDP1	magnesium-dependent phosphatase 1	Cytoplasm	phosphatase	 	
NM_002395	 	ME1	malic enzyme 1, NADP(+)-dependent, cytosolic	Cytoplasm	enzyme	 	
NM_002396	D	ME2	malic enzyme 2, NAD(+)-dependent, mitochondrial	Cytoplasm	enzyme	 	
NM_001168335	D	ME2	malic enzyme 2, NAD(+)-dependent, mitochondrial	Cytoplasm	enzyme	 	
NM_001014811	D	ME3	malic enzyme 3, NADP(+)-dependent, mitochondrial	Cytoplasm	enzyme	 	
NM_001161586	D	ME3	malic enzyme 3, NADP(+)-dependent, mitochondrial	Cytoplasm	enzyme	 	
NM_006680	D	ME3	malic enzyme 3, NADP(+)-dependent, mitochondrial	Cytoplasm	enzyme	 	
NM_022756	D	MEAF6	MYST/Esa1-associated factor 6	Nucleus	other	 	
NM_001270876	D	MEAF6	MYST/Esa1-associated factor 6	Nucleus	other	 	
NM_001270875	D	MEAF6	MYST/Esa1-associated factor 6	Nucleus	other	 	
NR_073092	D	MEAF6	MYST/Esa1-associated factor 6	Nucleus	other	 	
NR_073091	D	MEAF6	MYST/Esa1-associated factor 6	Nucleus	other	 	
NR_073090	D	MEAF6	MYST/Esa1-associated factor 6	Nucleus	other	 	
NM_004991	D	MECOM	MDS1 and EVI1 complex locus	Nucleus	transcription regulator	 	
NM_005241	D	MECOM	MDS1 and EVI1 complex locus	Nucleus	transcription regulator	 	
NM_001105078	D	MECOM	MDS1 and EVI1 complex locus	Nucleus	transcription regulator	 	
NM_001105077	D	MECOM	MDS1 and EVI1 complex locus	Nucleus	transcription regulator	 	
NM_001163999	D	MECOM	MDS1 and EVI1 complex locus	Nucleus	transcription regulator	 	
NM_001205194	D	MECOM	MDS1 and EVI1 complex locus	Nucleus	transcription regulator	 	
NM_001164000	D	MECOM	MDS1 and EVI1 complex locus	Nucleus	transcription regulator	 	
NM_001024732	D	MECR	mitochondrial trans-2-enoyl-CoA reductase	Cytoplasm	enzyme	 	
NM_016011	D	MECR	mitochondrial trans-2-enoyl-CoA reductase	Cytoplasm	enzyme	 	
NM_004774	 	MED1	mediator complex subunit 1	Nucleus	transcription regulator	 	
NM_005121	 	MED13	mediator complex subunit 13	Nucleus	transcription regulator	 	
NM_015335	 	MED13L	mediator complex subunit 13-like	Nucleus	other	 	
NM_001305457	D	MED20	mediator complex subunit 20	Nucleus	transcription regulator	 	
NM_001305455	D	MED20	mediator complex subunit 20	Nucleus	transcription regulator	 	
NM_001305456	D	MED20	mediator complex subunit 20	Nucleus	transcription regulator	 	
NR_131160	D	MED20	mediator complex subunit 20	Nucleus	transcription regulator	 	
NM_004275	D	MED20	mediator complex subunit 20	Nucleus	transcription regulator	 	
NM_001270521	D	MED23	mediator complex subunit 23	Nucleus	transcription regulator	 	
NM_001270522	D	MED23	mediator complex subunit 23	Nucleus	transcription regulator	 	
NM_015979	D	MED23	mediator complex subunit 23	Nucleus	transcription regulator	 	
NM_004830	D	MED23	mediator complex subunit 23	Nucleus	transcription regulator	 	
NR_052017	D	MED24	mediator complex subunit 24	Nucleus	transcription regulator	 	
NM_014815	D	MED24	mediator complex subunit 24	Nucleus	transcription regulator	 	
NM_001079518	D	MED24	mediator complex subunit 24	Nucleus	transcription regulator	 	
NM_001267797	D	MED24	mediator complex subunit 24	Nucleus	transcription regulator	 	
NM_004269	D	MED27	mediator complex subunit 27	Nucleus	transcription regulator	 	
NM_001253881	D	MED27	mediator complex subunit 27	Nucleus	transcription regulator	 	
NM_001253882	D	MED27	mediator complex subunit 27	Nucleus	transcription regulator	 	
NM_025205	 	MED28	mediator complex subunit 28	Nucleus	other	 	
NM_001317770	D	MED29	mediator complex subunit 29	Nucleus	other	 	
NR_133915	D	MED29	mediator complex subunit 29	Nucleus	other	 	
NM_017592	D	MED29	mediator complex subunit 29	Nucleus	other	 	
NM_080651	D	MED30	mediator complex subunit 30	Nucleus	transcription regulator	 	
NM_001282986	D	MED30	mediator complex subunit 30	Nucleus	transcription regulator	 	
NM_001284209	D	MED6	mediator complex subunit 6	Nucleus	transcription regulator	 	
NM_001284210	D	MED6	mediator complex subunit 6	Nucleus	transcription regulator	 	
NM_001284211	D	MED6	mediator complex subunit 6	Nucleus	transcription regulator	 	
NM_005466	D	MED6	mediator complex subunit 6	Nucleus	transcription regulator	 	
NM_018019	 	MED9	mediator complex subunit 9	Nucleus	other	 	
NM_032849	 	MEDAG	mesenteric estrogen-dependent adipogenesis	Cytoplasm	other	 	
NM_001130927	D	MEF2A	myocyte enhancer factor 2A	Nucleus	transcription regulator	 	
NM_001130926	D	MEF2A	myocyte enhancer factor 2A	Nucleus	transcription regulator	 	
NM_001171894	D	MEF2A	myocyte enhancer factor 2A	Nucleus	transcription regulator	 	
NM_005587	D	MEF2A	myocyte enhancer factor 2A	Nucleus	transcription regulator	 	
NM_001130928	D	MEF2A	myocyte enhancer factor 2A	Nucleus	transcription regulator	 	
NM_001193347	D	MEF2C	myocyte enhancer factor 2C	Nucleus	transcription regulator	 	
NM_001193349	D	MEF2C	myocyte enhancer factor 2C	Nucleus	transcription regulator	 	
NM_001193348	D	MEF2C	myocyte enhancer factor 2C	Nucleus	transcription regulator	 	
NM_001193350	D	MEF2C	myocyte enhancer factor 2C	Nucleus	transcription regulator	 	
NM_002397	D	MEF2C	myocyte enhancer factor 2C	Nucleus	transcription regulator	 	
NM_001131005	D	MEF2C	myocyte enhancer factor 2C	Nucleus	transcription regulator	 	
NM_001308002	D	MEF2C	myocyte enhancer factor 2C	Nucleus	transcription regulator	 	
NM_001271629	D	MEF2D	myocyte enhancer factor 2D	Nucleus	transcription regulator	 	
